,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Tg_m (¡C),Tg_m (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Database
3087,Pakistan,0.83,19.54,28.25,0.52,0.89,57.4,0.03,93313,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,no change,28.6,83.5,28.6,83.5,28.8,83.8,28.9,84.0,28.9,84.0,28.9,84.0,5.69,0.03,5.69,Database 1
3088,Pakistan,1.69,61.33,33.16,0.6,1.88,61.0,0.2,93314,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,-1.0,cooler,28.5,83.3,28.5,83.3,28.4,83.2,28.4,83.1,28.4,83.1,28.4,83.1,39.86,0.2,39.86,Database 1
3089,Pakistan,1.18,34.25,29.55,0.6,0.89,57.4,0.17,93315,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,29.8,85.6,29.8,85.6,29.8,85.6,29.8,85.6,29.8,85.6,29.8,85.6,33.09,0.17,33.09,Database 1
3090,Pakistan,1.62,57.45,30.43,0.6,1.01,56.5,0.09,93316,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,30.0,86.0,30.0,86.0,29.8,85.7,29.7,85.4,29.7,85.5,29.7,85.5,17.72,0.09,17.72,Database 1
3091,Pakistan,1.8,66.92,30.69,0.6,1.01,53.5,0.06,93317,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,30.3,86.5,30.3,86.5,30.3,86.5,30.3,86.5,30.3,86.5,30.3,86.5,12.3,0.06,12.3,Database 1
3092,Pakistan,2.0,76.72,31.46,0.6,1.01,54.6,0.07,93318,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,30.9,87.6,30.9,87.6,30.9,87.6,30.9,87.6,30.9,87.6,30.9,87.6,14.35,0.07,14.35,Database 1
3093,Pakistan,2.08,80.33,31.17,0.6,1.01,42.7,0.09,93319,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,31.5,88.7,31.5,88.7,31.6,88.9,31.7,89.1,31.7,89.1,31.7,89.1,17.72,0.09,17.72,Database 1
3094,Pakistan,2.34,89.47,31.62,0.6,1.01,36.7,0.12,93320,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,32.6,90.7,32.6,90.7,32.6,90.7,32.6,90.7,32.6,90.7,32.6,90.7,22.76,0.12,22.76,Database 1
3095,Pakistan,2.27,87.37,30.92,0.6,1.01,24.7,0.09,93321,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,32.7,90.9,32.7,90.9,32.8,91.1,32.9,91.2,32.9,91.2,32.9,91.2,17.72,0.09,17.72,Database 1
3096,Pakistan,2.25,86.67,31.53,0.6,1.01,39.5,0.12,93322,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,32.2,90.0,32.2,90.0,32.3,90.1,32.3,90.2,32.3,90.1,32.3,90.1,22.76,0.12,22.76,Database 1
3097,Pakistan,3.0,99.12,33.4,0.6,0.89,15.4,0.04,93323,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,37.1,98.8,37.1,98.8,37.3,99.1,37.4,99.3,37.4,99.3,37.4,99.3,7.11,0.04,7.11,Database 1
3098,Pakistan,3.0,99.12,32.73,0.6,0.77,17.2,0.42,93324,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,38.2,100.8,38.2,100.8,38.4,101.2,38.7,101.6,38.6,101.5,38.6,101.5,83.17,0.42,83.17,Database 1
3099,Pakistan,3.0,99.12,33.94,0.6,0.89,14.8,0.06,93325,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,38.0,100.4,38.0,100.4,38.2,100.7,38.3,101.0,38.3,100.9,38.3,100.9,12.3,0.06,12.3,Database 1
3100,Pakistan,2.98,99.02,35.72,0.6,1.88,15.0,0.02,93326,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,36.9,98.4,36.9,98.4,37.1,98.7,37.2,99.0,37.2,99.0,37.2,99.0,4.43,0.02,4.43,Database 1
3101,Pakistan,3.0,99.12,33.12,0.6,1.13,15.1,0.01,93327,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,36.2,97.2,36.2,97.2,36.4,97.4,36.5,97.7,36.5,97.7,36.5,97.7,1.26,0.01,1.26,Database 1
3102,Pakistan,2.98,99.02,32.5,0.6,0.77,17.9,0.02,93328,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,35.5,95.9,35.5,95.9,35.7,96.3,35.9,96.6,35.9,96.6,35.9,96.6,3.86,0.02,3.86,Database 1
3103,Pakistan,2.99,99.07,33.33,0.58,1.13,27.6,0.04,93329,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,35.0,95.0,35.0,95.0,35.2,95.4,35.4,95.7,35.4,95.7,35.4,95.7,7.11,0.04,7.11,Database 1
3104,Pakistan,2.73,97.12,35.91,0.52,1.88,34.0,0.04,93330,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,34.5,94.1,34.5,94.1,34.6,94.3,34.7,94.5,34.7,94.5,34.7,94.5,8.68,0.04,8.68,Database 1
3105,Pakistan,1.44,47.44,30.49,0.6,0.77,51.8,0.04,93331,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,no change,30.8,87.4,30.8,87.4,31.0,87.7,31.1,88.0,31.1,88.0,31.1,88.0,7.11,0.04,7.11,Database 1
3106,Pakistan,2.15,83.07,34.55,0.6,1.88,57.9,0.24,93332,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,no change,30.8,87.4,30.8,87.4,30.7,87.3,30.7,87.2,30.7,87.3,30.7,87.3,47.26,0.24,47.26,Database 1
3107,Pakistan,1.14,32.2,27.48,0.58,0.89,57.9,1.06,93333,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,30.8,87.4,30.8,87.4,30.6,87.1,30.4,86.7,30.5,86.9,30.5,86.9,208.84,1.06,208.84,Database 1
3108,Pakistan,1.79,66.73,30.95,0.6,1.01,54.1,0.14,93334,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,30.6,87.1,30.6,87.1,30.6,87.1,30.6,87.1,30.6,87.1,30.6,87.1,28.43,0.14,28.43,Database 1
3109,Pakistan,2.01,77.41,31.35,0.6,1.01,50.4,0.09,93335,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,31.1,88.0,31.1,88.0,31.2,88.1,31.2,88.2,31.2,88.2,31.2,88.2,17.72,0.09,17.72,Database 1
3110,Pakistan,2.2,84.99,31.12,0.6,1.01,50.8,0.22,93336,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,31.9,89.4,31.9,89.4,31.9,89.4,31.9,89.4,31.9,89.4,31.9,89.4,43.48,0.22,43.48,Database 1
3111,Pakistan,2.44,92.14,31.43,0.6,1.01,42.7,0.2,93337,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,32.8,91.0,32.8,91.0,32.7,90.9,32.7,90.8,32.7,90.9,32.7,90.9,39.86,0.2,39.86,Database 1
3112,Pakistan,2.51,93.71,34.62,0.6,1.88,38.9,0.22,93338,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,33.1,91.6,33.1,91.6,33.2,91.7,33.2,91.8,33.2,91.8,33.2,91.8,43.48,0.22,43.48,Database 1
3113,Pakistan,2.7,96.78,32.04,0.6,1.01,42.1,0.2,93339,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,33.4,92.1,33.4,92.1,33.5,92.2,33.5,92.3,33.5,92.3,33.5,92.3,39.86,0.2,39.86,Database 1
3114,Pakistan,2.89,98.53,32.54,0.6,1.01,40.0,0.18,93340,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,34.0,93.2,34.0,93.2,34.0,93.2,34.0,93.2,34.0,93.2,34.0,93.2,36.4,0.18,36.4,Database 1
3115,Pakistan,2.6,95.34,32.51,0.6,0.89,46.5,0.17,93341,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,33.3,91.9,33.3,91.9,33.4,92.0,33.4,92.1,33.4,92.1,33.4,92.1,33.09,0.17,33.09,Database 1
3116,Pakistan,2.7,96.76,31.86,0.52,1.13,51.3,0.34,93342,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,33.3,91.9,33.3,91.9,33.4,92.1,33.5,92.4,33.5,92.3,33.5,92.3,66.22,0.34,66.22,Database 1
3117,Pakistan,3.0,99.12,33.6,0.52,0.89,15.3,0.03,93343,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,37.9,100.2,37.9,100.2,38.0,100.3,38.0,100.4,38.0,100.4,38.0,100.4,5.69,0.03,5.69,Database 1
3118,Pakistan,3.0,99.12,33.25,0.52,0.77,15.0,0.01,93344,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,37.3,99.1,37.3,99.1,37.4,99.3,37.5,99.5,37.5,99.5,37.5,99.5,1.97,0.01,1.97,Database 1
3119,Pakistan,2.81,97.89,35.13,0.6,1.88,14.8,0.09,93345,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,35.8,96.4,35.8,96.4,36.0,96.7,36.1,97.0,36.1,97.0,36.1,97.0,17.72,0.09,17.72,Database 1
3120,Pakistan,2.54,94.2,33.9,0.52,1.88,14.8,0.05,93346,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,34.3,93.7,34.3,93.7,34.5,94.0,34.6,94.3,34.6,94.3,34.6,94.3,10.41,0.05,10.41,Database 1
3121,Pakistan,2.34,89.5,30.88,0.52,1.13,17.3,0.01,93347,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,33.2,91.8,33.2,91.8,33.4,92.0,33.5,92.3,33.5,92.3,33.5,92.3,1.26,0.01,1.26,Database 1
3122,Pakistan,2.18,84.29,33.04,0.52,1.88,20.4,0.08,93348,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,32.2,90.0,32.2,90.0,32.3,90.1,32.3,90.2,32.3,90.1,32.3,90.1,15.43,0.08,15.43,Database 1
3123,Pakistan,0.07,5.09,26.42,0.6,0.89,68.0,0.09,93349,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,-1.0,no change,26.5,79.7,26.5,79.7,26.4,79.6,26.4,79.5,26.4,79.5,26.4,79.5,17.72,0.09,17.72,Database 1
3124,Pakistan,1.52,51.76,33.38,0.6,1.88,68.4,0.04,93350,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,no change,26.7,80.1,26.7,80.1,26.8,80.2,26.8,80.2,26.8,80.2,26.8,80.2,8.68,0.04,8.68,Database 1
3125,Pakistan,1.34,42.32,30.49,0.6,1.88,65.7,0.37,93351,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,27.0,80.6,27.0,80.6,27.1,80.8,27.2,81.0,27.2,81.0,27.2,81.0,73.25,0.37,73.25,Database 1
3126,Pakistan,1.41,46.02,29.69,0.6,1.01,57.3,0.08,93352,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,29.1,84.4,29.1,84.4,29.2,84.5,29.2,84.6,29.2,84.6,29.2,84.6,15.43,0.08,15.43,Database 1
3127,Pakistan,1.06,28.68,28.09,0.6,1.01,53.2,0.22,93353,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,29.1,84.4,29.1,84.4,28.9,84.0,28.7,83.6,28.7,83.7,28.7,83.7,43.48,0.22,43.48,Database 1
3128,Pakistan,1.27,38.95,29.2,0.6,1.01,48.3,0.12,93354,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,29.2,84.6,29.2,84.6,29.3,84.7,29.3,84.8,29.3,84.7,29.3,84.7,22.76,0.12,22.76,Database 1
3129,Pakistan,1.14,32.21,27.74,0.6,1.01,50.8,0.34,93355,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,29.4,84.9,29.4,84.9,29.5,85.0,29.5,85.1,29.5,85.1,29.5,85.1,66.22,0.34,66.22,Database 1
3130,Pakistan,1.27,38.92,28.33,0.6,1.01,48.3,0.26,93356,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,29.7,85.5,29.7,85.5,29.7,85.5,29.7,85.5,29.7,85.5,29.7,85.5,51.2,0.26,51.2,Database 1
3131,Pakistan,1.55,53.78,29.53,0.6,1.01,43.2,0.17,93357,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,30.4,86.7,30.4,86.7,30.3,86.6,30.3,86.5,30.3,86.5,30.3,86.5,33.09,0.17,33.09,Database 1
3132,Pakistan,2.11,81.55,34.64,0.6,1.88,44.7,0.02,93358,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,30.7,87.3,30.7,87.3,30.7,87.3,30.7,87.3,30.7,87.3,30.7,87.3,4.43,0.02,4.43,Database 1
3133,Pakistan,1.69,61.15,30.43,0.6,0.89,47.3,0.01,93359,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,30.8,87.4,30.8,87.4,30.9,87.5,30.9,87.6,30.9,87.6,30.9,87.6,2.83,0.01,2.83,Database 1
3134,Pakistan,2.18,84.05,35.09,0.6,1.88,47.2,0.01,93360,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,2.0,cooler,30.9,87.6,30.9,87.6,31.0,87.7,31.0,87.8,31.0,87.8,31.0,87.8,1.97,0.01,1.97,Database 1
3135,Pakistan,1.88,71.26,30.93,0.6,1.13,42.1,0.02,93361,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,30.8,87.4,30.8,87.4,30.8,87.4,30.8,87.4,30.8,87.4,30.8,87.4,3.86,0.02,3.86,Database 1
3136,Pakistan,1.55,53.8,29.91,0.6,0.89,41.6,0.02,93362,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,30.7,87.3,30.7,87.3,30.7,87.3,30.7,87.3,30.7,87.3,30.7,87.3,3.86,0.02,3.86,Database 1
3137,Pakistan,1.55,53.87,29.96,0.6,0.89,43.2,0.01,93363,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,30.6,87.1,30.6,87.1,30.7,87.2,30.7,87.3,30.7,87.3,30.7,87.3,2.83,0.01,2.83,Database 1
3138,Pakistan,1.8,67.23,30.2,0.6,1.01,42.1,0.01,93364,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,30.6,87.1,30.6,87.1,30.7,87.2,30.7,87.3,30.7,87.3,30.7,87.3,2.83,0.01,2.83,Database 1
3139,Pakistan,1.73,63.22,29.91,0.6,1.01,40.0,0.02,93365,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,30.5,86.9,30.5,86.9,30.5,86.9,30.5,86.9,30.5,86.9,30.5,86.9,3.86,0.02,3.86,Database 1
3140,Pakistan,1.27,38.76,29.08,0.6,0.89,35.1,0.01,93366,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,cooler,30.2,86.4,30.2,86.4,30.2,86.4,30.2,86.4,30.2,86.4,30.2,86.4,1.97,0.01,1.97,Database 1
3141,Pakistan,1.31,41.0,28.72,0.6,1.01,38.5,0.01,93367,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,0.0,no change,29.4,84.9,29.4,84.9,29.3,84.8,29.3,84.7,29.3,84.7,29.3,84.7,1.97,0.01,1.97,Database 1
3142,Pakistan,1.83,68.75,33.2,0.6,1.88,40.4,0.01,93368,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Saidu Sharif,Naturally Ventilated,53.0,1.0,cooler,29.4,84.9,29.4,84.9,29.3,84.8,29.3,84.7,29.3,84.7,29.3,84.7,1.97,0.01,1.97,Database 1
