,Country,Clo,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal comfort,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
586,China,0.49,61.9,0.18,16263,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,32.0,89.7,34.78,29.0,84.0,Database 2
587,China,0.06,61.9,0.18,16264,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,1.0,3.0,32.0,89.7,34.78,29.0,84.0,Database 2
588,China,0.29,61.9,0.18,16265,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,1.0,2.0,32.0,89.7,34.78,29.0,84.0,Database 2
589,China,0.29,61.9,0.18,16266,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,1.0,2.0,32.0,89.7,34.78,29.0,84.0,Database 2
590,China,0.39,61.9,0.18,16267,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,2.0,32.0,89.7,34.78,29.0,84.0,Database 2
591,China,0.33,61.9,0.18,16268,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,1.0,32.0,89.7,34.78,29.0,84.0,Database 2
592,China,0.29,61.9,0.18,16269,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,2.0,32.0,89.7,34.78,29.0,84.0,Database 2
593,China,0.32,61.9,0.18,16270,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,2.0,32.0,89.7,34.78,29.0,84.0,Database 2
594,China,0.29,61.9,0.18,16271,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,3.0,32.0,89.7,34.78,29.0,84.0,Database 2
595,China,0.15,63.7,1.32,16272,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,3.0,31.4,88.5,259.19,29.0,84.0,Database 2
596,China,0.35,63.7,1.32,16273,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,1.0,31.5,88.6,259.19,29.0,84.0,Database 2
597,China,0.33,61.9,0.18,16274,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,1.0,32.0,89.7,34.78,29.0,84.0,Database 2
598,China,0.31,78.9,0.69,16275,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,3.0,28.7,83.7,135.17,29.0,84.0,Database 2
599,China,0.4,79.8,0.33,16276,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,2.0,28.2,82.8,64.3,29.0,84.0,Database 2
600,China,0.33,80.9,0.28,16277,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,2.0,2.0,29.9,85.9,55.12,29.0,84.0,Database 2
601,China,0.31,70.5,0.78,16278,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,3.0,31.4,88.5,154.2,29.0,84.0,Database 2
602,China,0.4,64.5,0.17,16279,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,3.0,32.0,89.7,34.12,29.0,84.0,Database 2
603,China,0.29,78.9,0.69,16280,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,3.0,28.7,83.7,135.17,29.0,84.0,Database 2
604,China,0.44,78.9,0.69,16281,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,3.0,28.7,83.7,135.17,29.0,84.0,Database 2
605,China,0.47,78.9,0.69,16282,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,28.7,83.7,135.17,29.0,84.0,Database 2
606,China,0.04,79.0,0.33,16283,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,1.0,3.0,29.2,84.6,64.96,29.0,84.0,Database 2
607,China,0.4,79.7,0.44,16284,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,28.3,82.9,85.96,29.0,84.0,Database 2
608,China,0.35,79.4,0.3,16285,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,2.0,28.3,83.0,59.06,29.0,84.0,Database 2
609,China,0.32,79.0,0.51,16286,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,3.0,30.3,86.5,101.05,29.0,84.0,Database 2
610,China,0.37,80.3,1.17,16287,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,29.5,85.1,230.31,29.0,84.0,Database 2
611,China,0.33,76.7,0.49,16288,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,1.0,5.0,29.2,84.6,95.8,29.0,84.0,Database 2
612,China,0.29,79.5,0.47,16289,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,2.0,2.0,29.2,84.6,92.52,29.0,84.0,Database 2
613,China,0.4,78.7,0.36,16290,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,3.0,29.4,84.9,70.87,29.0,84.0,Database 2
614,China,0.2,78.2,0.34,16291,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,29.8,85.7,66.93,29.0,84.0,Database 2
615,China,0.31,77.8,0.28,16292,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,3.0,30.5,86.8,55.77,29.0,84.0,Database 2
616,China,0.33,78.9,0.13,16293,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,28.6,83.5,26.25,29.0,84.0,Database 2
617,China,0.48,79.9,0.69,16294,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,1.0,3.0,28.9,84.0,135.17,29.0,84.0,Database 2
618,China,0.06,73.1,0.69,16295,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,1.0,2.0,30.8,87.5,136.48,29.0,84.0,Database 2
619,China,0.3,73.1,0.44,16296,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,5.0,30.6,87.0,87.27,29.0,84.0,Database 2
620,China,0.14,72.3,0.27,16297,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,3.0,30.6,87.0,53.81,29.0,84.0,Database 2
621,China,0.1,72.6,0.56,16298,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,-1.0,3.0,30.5,87.0,109.58,29.0,84.0,Database 2
622,China,0.2,72.8,0.42,16299,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,-1.0,5.0,30.3,86.5,82.02,29.0,84.0,Database 2
623,China,0.1,73.0,0.38,16300,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,3.0,30.5,86.8,74.15,29.0,84.0,Database 2
624,China,0.1,73.7,0.53,16301,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,2.0,29.4,85.0,103.67,29.0,84.0,Database 2
625,China,0.29,74.9,0.43,16302,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,3.0,29.5,85.1,84.65,29.0,84.0,Database 2
626,China,0.22,70.5,0.35,16303,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,5.0,31.4,88.5,68.9,29.0,84.0,Database 2
627,China,0.1,69.4,0.39,16304,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,2.0,31.7,89.1,77.43,29.0,84.0,Database 2
628,China,0.12,70.3,0.43,16305,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,2.0,30.9,87.7,84.65,29.0,84.0,Database 2
629,China,0.15,64.5,0.17,16306,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,2.0,32.0,89.7,34.12,29.0,84.0,Database 2
630,China,0.38,64.5,0.17,16307,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,2.0,32.0,89.7,34.12,29.0,84.0,Database 2
631,China,0.33,64.5,0.17,16308,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,2.0,32.0,89.7,34.12,29.0,84.0,Database 2
632,China,0.33,64.5,0.17,16309,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,2.0,32.0,89.7,34.12,29.0,84.0,Database 2
633,China,0.24,61.9,0.18,16310,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,3.0,32.0,89.7,34.78,29.0,84.0,Database 2
634,China,0.3,48.7,0.01,16311,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,5.0,25.7,78.3,2.62,29.0,84.0,Database 2
635,China,0.26,71.4,0.53,16312,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,1.0,3.0,30.4,86.8,104.33,29.0,84.0,Database 2
636,China,0.33,61.7,0.42,16313,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,2.0,33.4,92.1,82.02,29.0,84.0,Database 2
637,China,0.37,63.9,0.5,16314,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,3.0,32.1,89.7,99.08,29.0,84.0,Database 2
638,China,0.31,77.8,0.43,16315,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,3.0,29.1,84.4,85.3,29.0,84.0,Database 2
639,China,0.29,56.3,0.8,16316,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,2.0,34.3,93.7,158.14,29.0,84.0,Database 2
640,China,0.39,67.1,0.78,16317,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,1.0,3.0,30.5,86.9,152.89,29.0,84.0,Database 2
641,China,0.49,67.7,0.35,16318,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,5.0,30.3,86.5,68.9,29.0,84.0,Database 2
642,China,0.33,73.6,0.63,16319,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,2.0,2.0,30.2,86.4,124.67,29.0,84.0,Database 2
643,China,0.38,74.3,0.25,16320,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,2.0,5.0,30.3,86.5,48.56,29.0,84.0,Database 2
