,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Tg_h (¡C),Outdoor monthly air temperature (¡F)
342,-1.5,49,18.13,0.75,1.4,20,36.5,0.22,0,17.4,39
343,-0.6,14,22.12,0.92,1.4,18.3,50.7,0.09,0,17.4,39
344,-0.6,12,22.69,0.92,1.4,18.2,52.7,0.08,0,17.8,39
345,-0.4,8,23.79,0.92,1.4,19.2,49.6,0.08,0,18.8,39
346,-0.3,6,24.47,0.92,1.4,19.3,50,0.1,0,19.6,39
347,-0.5,11,22.79,1.14,1.4,19.5,39,0.18,-2,16.9,39
348,-0.3,7,24.28,1.14,1.4,19,40.9,0.1,-2,17.3,39
349,-0.2,6,24.55,1.31,1.4,20.7,38.4,0.1,-1,17.2,39
350,-0.5,11,22.91,1.14,1.3,19.5,44.1,0.08,-1,17.3,39
351,-0.5,11,22.93,1.14,1.3,18.3,50.5,0.09,-2,17.4,39
352,-0.5,9,23.51,1.14,1.3,18.1,53.3,0.08,0,17.7,39
353,0.2,6,27.38,1.14,1.6,19.5,49.7,0.08,0,19.2,39
354,0.6,13,30.17,1.14,1.9,19.3,49.5,0.09,-1,19.4,39
355,0.5,9,29.32,1.14,1.9,17.8,50.1,0.1,-2,18.1,39
356,-0.6,12,23.11,1.12,1.2,19.9,42.4,0.12,-1,20,39
357,-0.5,10,23.52,1.12,1.3,19,43.4,0.11,-1,19.1,39
358,-0.8,17,22.51,1.12,1.2,19,41.1,0.15,-2,19.3,39
359,-0.5,11,23.25,1.12,1.2,20,44,0.11,-1,20.3,39
360,-0.4,8,23.67,1.12,1.2,21,44.5,0.08,-1,21.2,39
361,-0.3,7,24.02,1.12,1.2,21.4,45.9,0.07,-1,21.5,39
362,-0.7,14,22.3,0.72,1.2,22,40.9,0.07,-1,22,39
363,-0.7,17,22.03,0.72,1.2,22.2,41.5,0.09,0,22.3,39
364,-1.5,48,19.89,0.72,1.2,19.8,44,0.18,-1,20.1,39
365,-1.1,29,20.99,0.75,1.2,21.1,38.2,0.14,-1,21.7,39
366,-1.4,43,20.12,0.75,1.2,19,43.4,0.11,0,19.1,39
367,-0.2,6,25.46,1.33,1.3,18.9,41.9,0.13,0,19.1,39
368,0,5,26.18,1.33,1.2,19.9,44.3,0.13,0,20.1,39
369,0.2,6,27.12,1.33,1.3,20.4,43.7,0.06,1,20.6,39
370,0.2,6,27.18,1.33,1.2,21.2,46.9,0.11,-1,21.4,39
371,0.6,13,29.7,1.33,1.6,21.2,40.3,0.06,2,21.1,39
372,0.5,11,28.98,1.33,1.4,22.2,41.2,0.11,0,22.3,39
373,0.1,5,27.13,1.33,1.3,19.8,43.8,0.16,0,20.1,39
374,-1,25,21.12,0.81,1.3,19.3,42,0.1,-2,19.9,39
375,-1,25,21.38,0.81,1.3,19.4,44.3,0.12,2,19.6,39
376,-1.6,56,19.17,0.81,1.1,18,46.8,0.1,-1,18.2,39
377,-1.2,37,20.45,0.81,1.2,19.3,44.3,0.12,0,19.1,39
378,-1,24,21.63,0.72,1.4,18.3,41.5,0.14,-1,19.2,39
379,-1.4,43,20.59,0.72,1.1,19.8,43.6,0.11,-1,20.5,39
380,-1.3,40,20.61,0.72,1.1,20.6,44,0.06,-1,20.6,39
381,-0.9,21,21.89,0.72,1.2,21.3,45.4,0.1,0,21.4,39
382,-0.9,22,21.92,0.72,1.1,21.2,40.4,0.07,0,21.6,39
383,-0.9,22,22.03,0.72,1.1,22.2,41.8,0.12,0,21.7,39
384,-0.1,5,24.77,0.9,1.7,18.5,36.7,0.06,-1,19.1,39
385,-0.366666667,15,24.24333333,0.9,1.166666667,17.7,36.6,0.11,-1,17.6,39
386,0.1,5,26.81,1,1.7,18.4,41.2,0.11,-1,18.5,39
387,0.3,7,27.7,1,1.7,19.1,43.6,0.08,-2,19.2,39
388,0.3,6,27.63,1,1.7,19.5,36.3,0.13,-1,19.5,39
389,0.4,9,28.23,1,1.7,20.3,33.8,0.11,-1,20.3,39
390,0.1,5,26.45,1,1.7,18.3,31.8,0.17,-2,18.3,39
391,-0.7,16,22.31,0.84,1.3,19.8,34.2,0.04,-2,20.5,39
392,-1.1,31,21.1,0.84,1.2,17.7,36.6,0.11,-2,17.6,39
393,-0.8,18,22.22,0.75,1.4,18.5,33.5,0.11,-1,18.7,39
394,-0.3,7,23.93,0.75,1.6,17.9,36.9,0.11,0,18,39
395,-0.2,6,24.95,0.75,1.5,19.5,36.3,0.13,0,19.5,39
396,-0.4,9,23.91,0.75,1.3,20.3,33.8,0.11,0,20.3,39
397,-0.2,6,24.72,0.9,1.6,18.3,31.8,0.17,-1,18.3,39
398,-1.033333333,28.33333333,21.46333333,0.833333333,1.7,15.4,42.4,0.06,0,15.7,39
399,0.1,5,26.06,0.9,1.7,21.4,31.4,0.11,-1,20.7,39
400,0.2,6,26.98,0.9,1.8,18.5,33.8,0.09,0,18.8,39
401,0.3,7,27.7,0.9,2,18,36.5,0.13,0,17.9,39
402,0.5,11,28.75,0.9,1.9,19.4,36.6,0.11,0,19.5,39
403,0.4,9,28.1,0.9,1.8,19.8,32.8,0.11,0,19.8,39
404,0.1,5,26.49,0.9,1.9,18.3,31.8,0.17,-1,18.3,39
405,-0.7,15,21.83,1.03,1.5,18,45.5,0.1,-2,14.5,39
406,-1.1,29,20.59,1.06,1.2,19,43.4,0.11,-2,15.2,39
407,-1.1,31,20.28,1.06,1.3,19.1,41.4,0.15,0,15.8,39
408,-1.5,50,19.41,1.03,1.1,20,44,0.11,-1,15.8,39
409,-0.8,18,21.5,1.03,1.2,20.8,44,0.08,-2,16.1,39
410,-0.7,16,21.92,1.03,1.2,21.1,47.3,0.11,-1,16.8,39
411,-0.6,13,22.39,1.06,1.3,21.7,40.4,0.11,-1,16,39
412,-0.5,11,22.81,1.06,1.2,22.1,41.3,0.09,-1,16.1,39
413,-1.2,35,20.66,1.06,1.1,19.8,44,0.18,0,18.3,39
414,0,5,26.41,1.39,1.4,18,42,0.1,-1,18.4,39
415,-0.2,6,25.43,1.39,1.2,19.6,44.4,0.14,0,18.8,39
416,-0.1,5,25.05,1.14,1.2,21,44.5,0.08,0,20.6,39
417,0.533333333,24.33333333,26.80666667,0.57,1.3,26.9,36.8,0.12,1,26.03333333,39
418,-0.166666667,18,24.61666667,0.57,1.2,29.1,43.93333333,0.036666667,2,26.46666667,39
419,-0.166666667,6.666666667,24.67666667,0.57,1.3,22.63333333,32.16666667,0.1,1,23.13333333,39
420,-0.166666667,6.666666667,24.67666667,0.57,1.3,22.63333333,32.16666667,0.1,1,23.13333333,39
421,0.1,9.666666667,25.56333333,0.833333333,1.4,24.6,34.86666667,0.166666667,1,24.26666667,39
422,0.2,10,26.91333333,0.713333333,1.3,21.3,29.3,0.116666667,1,22.76666667,39
423,0.1,9.666666667,25.56333333,0.833333333,1.4,24.6,34.86666667,0.166666667,1,24.26666667,39
424,0.2,6,25.65,0.47,1.4,24.6,47,0.04,1,24.6,39
425,0.8,19,26.9,0.47,1.4,29,41,0.23,2,27.6,39
426,0.9,22,27.97,0.47,1.5,27.8,45.6,0.19,2,27.1,39
427,1,24,28.24,0.47,1.3,27.6,50,0.08,1,27.6,39
428,0,5,25.37,0.62,1.2,25.6,41.4,0.15,0,24.3,39
429,0.3,7,26,0.48,1.3,25.3,47.6,0.03,1,25,39
430,0.8,18,26.83,0.48,1.3,29,40.1,0.22,2,27.7,39
431,0.7,16,27.12,0.48,1.3,27.8,45.6,0.19,2,27.1,39
432,0.6,14,26.84,0.48,1.3,27.1,48.3,0.22,1,27.2,39
433,0.2,6,25.54,0.55,1.2,24.6,47,0.04,2,24.6,39
434,0.8,18,26.97,0.55,1.2,29,40.1,0.22,2,27.7,39
435,0.7,16,27.23,0.55,1.2,27.8,45.6,0.19,2,27.1,39
436,0.6,14,26.98,0.55,1.2,27.1,48.3,0.22,2,27.2,39
437,0,5,24.61,0.55,1.2,25.3,40.9,0.31,2,25.5,39
438,0.2,6,24.71,0.55,1.2,26.6,37.1,0.4,2,26.3,39
439,-0.2,6,24.31,0.4,1.2,25.3,43.9,0.2,2,25.5,39
440,-0.4,9,23.31,0.4,1.2,25.1,40.9,0.28,2,25.1,39
441,-0.433333333,15.33333333,23.61666667,0.45,1.2,23.3,52.3,0.046666667,2,24.46666667,39
442,0.3,7,26,0.48,1.3,25.3,47.6,0.03,2,25,39
443,0.8,19,28.3,0.68,1.2,27.9,47.7,0.15,2,26.7,39
444,0.9,24,28.58,0.58,1.3,27.9,45,0.16,2,27.5,39
445,0.7,15,26.83,0.68,1.2,26.9,44.1,0.35,2,27.2,39
446,0.3,7,26.38,0.58,1.2,25.5,38.9,0.15,2,25.7,39
447,0.7,17,27.34,0.5,1.4,27.5,45.5,0.2,2,26.9,39
448,0.3,7,25.25,0.5,1.2,26.9,44.1,0.35,2,27.2,39
449,0.7,15,27.81,0.63,1.6,24.3,41.7,0.22,2,26,39
450,0.3,7,26.49,0.63,1.2,25.5,38.9,0.15,1,25.7,39
451,-0.1,5,24.43,0.55,1.2,25.3,38.5,0.26,1,25.5,39
452,-0.1,5,24.71,0.55,1.2,24.8,38.3,0.21,1,25,39
453,-0.4,9,23.44,0.53,1.2,24.5,41.7,0.24,1,23.6,39
454,0.233333333,8.666666667,25.42333333,0.48,1.433333333,27.1,45.3,0.23,2,26.3,39
455,0.633333333,14.33333333,26.29,0.68,1.266666667,29,41,0.23,2,27.6,39
456,0.8,17,27.46,0.58,1.2,27.8,45.6,0.19,2,27.1,39
457,0.5,11,26.23,0.58,1.2,26.5,44.9,0.33,2,27.4,39
458,-0.1,5,24.7,0.58,1.2,24.2,41.6,0.29,2,25.5,39
459,0.3,7,25.46,0.58,1.3,26.6,38.6,0.33,2,26.3,39
460,0,5,25.22,0.58,1.2,25.6,41.4,0.15,2,24.3,39
461,-0.2,6,24.15,0.44,1,27.1,45.3,0.23,0,26.3,39
462,0,5,24.92,0.54,1,26.5,44.9,0.33,-1,27.4,39
463,-0.6,13,23.38,0.54,1,25.1,41.7,0.29,-1,25.3,39
464,-0.3,6,24.03,0.54,1,26.6,38.6,0.33,-1,26.3,39
465,0,5,24.65,0.54,1.2,25.3,38.5,0.26,-1,25.5,39
466,-0.4,8,23.8,0.54,1.2,24.3,38.2,0.26,0,24.4,39
467,-0.5,10,23.3,0.54,1.2,24.5,41.7,0.24,-1,23.6,39
468,0.3,6,25.76,0.53,1.2,25.3,47.6,0.03,0,25,39
469,0.7,17,26.82,0.53,1.2,29,40.1,0.22,1,27.7,39
470,0.7,16,27.1,0.53,1.3,27.5,43.5,0.21,2,27.4,39
471,1.1,29,28.94,0.53,1.3,27.6,50,0.08,2,27.6,39
472,-0.1,5,24.14,0.51,1.3,25.6,42,0.33,0,25.3,39
473,0.3,7,25.69,0.51,1.2,26.5,34.8,0.2,0,26.2,39
474,0.2,6,25.59,0.56,1.2,25.3,43.9,0.2,0,25.5,39
475,0,5,24.59,0.56,1.2,25.1,40.9,0.28,0,25.1,39
476,-0.1,5,24.2,0.56,1.3,24.9,42.4,0.28,0,24.2,39
477,-0.2,6,24.07,0.4,1.2,24.6,47,0.04,2,24.6,39
478,0.4,9,25.48,0.4,1.2,29,41,0.23,2,27.6,39
479,0.5,10,26.29,0.5,1.2,27.5,45.5,0.2,2,26.9,39
480,0.3,7,25.44,0.5,1.2,26.5,44.9,0.33,2,27.4,39
481,-0.2,6,23.82,0.5,1.2,25.6,42,0.33,1,25.3,39
482,0,5,24.17,0.5,1.2,26.6,37.1,0.4,2,26.3,39
483,0,5,24.82,0.55,1.2,25.2,41,0.24,1,25.5,39
484,-0.3,7,23.94,0.55,1.2,24.3,38.2,0.26,1,24.4,39
485,-0.3,6,23.91,0.6,1.2,24.9,42.4,0.28,1,24.2,39
486,0,5,24.56,0.4,1.2,25.3,47.6,0.03,2,25,39
487,0.5,10,25.7,0.4,1.2,29,40.1,0.22,2,27.7,39
488,0.4,9,25.93,0.4,1.2,27.8,45.6,0.19,2,27.1,39
489,0.3,7,25.57,0.4,1.2,27.1,48.3,0.22,2,27.2,39
490,-0.5,9,23.06,0.4,1.2,25.6,42,0.33,2,25.3,39
491,-0.2,6,23.7,0.4,1.2,26.6,38.6,0.33,2,26.3,39
492,-0.3,6,24.1,0.4,1.2,25.3,43.9,0.2,2,25.5,39
493,0.1,5,25.18,0.4,1.2,25.8,46.7,0.11,2,25.5,39
494,-0.5,9,23.19,0.5,1.2,24.9,42.4,0.28,1,24.2,39
495,0.566666667,12.66666667,27.03333333,0.523333333,1.2,26.9,36.8,0.04,2,24.6,39
496,0.733333333,16.66666667,27.24,0.523333333,1.2,28.9,45,0.02,2,27.7,39
497,1,29.66666667,29.23333333,0.523333333,1.2,31.5,50,0.05,2,27.1,39
498,-0.063333333,16.41666667,25.28333333,0.62,1.5,25.7,54.5,0.12,2,27.4,39
499,0.4,8.333333333,26.32666667,0.613333333,1.3,25.4,53.6,0.02,2,25.3,39
500,0.966666667,24.66666667,28.38333333,0.883333333,1.5,27.4,34.8,0.04,2,26.3,39
501,0.533333333,10.66666667,26.99,0.536666667,1.3,25.7,53.6,0.01,2,25.5,39
502,0.4,8.333333333,26.32666667,0.78,1.6,26.1,53.9,0.02,2,25.5,39
503,1.166666667,34.66666667,29.25333333,0.666666667,1.4,27.8,54.6,0.04,1,19.56666667,39
504,0.1,5,24.21,0.36,1.4,28.8,28.2,0.07,1,25,39
505,1.1,32,27.87,0.36,1.3,30.2,37.4,0.04,2,27.7,39
506,1.1,29,28.52,0.6,1.4,29.3,26.9,0.03,1,27.5,39
507,0.9,22,28.71,0.6,1.3,26.4,58.2,0.05,0,27.2,39
508,0.8,19,28.25,0.6,1.4,26.7,48.6,0.02,0,25.5,39
509,0.9,21,27.96,0.6,1.3,27.4,34.8,0.04,0,26.3,39
510,0.6,13,27.53,0.56,1.4,25.7,53.6,0.01,0,25.5,39
511,0.8,20,28.42,0.56,1.5,26.3,48.7,0.02,0,25.1,39
512,0.9,21,29.02,0.56,1.6,27,55.6,0.03,1,24.3,39
513,0.2,6,25.61,0.48,1.3,24.6,47,0.04,1,24.6,39
514,0.7,17,26.68,0.48,1.3,29,40.1,0.22,2,27.7,39
515,0.8,18,27.63,0.55,1.3,27.8,45.6,0.19,2,27.1,39
516,0.4,9,25.84,0.55,1.2,26.5,44.9,0.33,1,27.4,39
517,0.2,6,25.86,0.55,1.2,25.5,38.9,0.15,0,25.7,39
518,0.3,6,24.91,0.55,1.3,26.6,37.1,0.4,0,26.3,39
519,0,5,24.6,0.48,1.3,25.2,41,0.24,0,25.5,39
520,-0.3,7,23.82,0.48,1.2,25.1,40.9,0.28,0,25.1,39
521,0,5,24.84,0.48,1.2,24.6,47,0.04,-1,24.6,39
522,0.7,16,26.63,0.48,1.3,29,40.1,0.22,2,27.7,39
523,0.5,10,26.09,0.42,1.2,27.8,45.6,0.19,1,27.1,39
524,0.2,6,24.77,0.42,1.2,26.9,44.1,0.35,-1,27.2,39
525,0.1,5,25.37,0.67,1.2,24.2,41.6,0.29,0,25.5,39
526,0.6,12,26.84,0.67,1.4,26.1,39.4,0.26,1,25.9,39
527,-1.3,38,21.4,0.38,1.1,24.9,42.4,0.28,-1,24.2,39
528,0.1,5,25.1,0.48,1.3,24.6,47,0.04,1,24.6,39
529,0.7,15,26.49,0.48,1.3,29,41,0.23,2,27.6,39
530,0.5,10,26.33,0.48,1.2,27.5,45.5,0.2,2,26.9,39
531,0.5,10,25.78,0.48,1.3,26.5,44.9,0.33,2,27.4,39
532,0,5,24.72,0.58,1.2,25.1,41.7,0.29,2,25.3,39
533,0.4,8,25.64,0.58,1.3,26.6,38.6,0.33,1,26.3,39
534,0.1,5,25.06,0.58,1.2,25.3,38.5,0.26,1,25.5,39
535,0,5,24.71,0.58,1.3,24.3,38.2,0.26,2,24.4,39
536,-0.7,15,22.38,0.38,1.3,24.5,41.7,0.24,-1,23.6,39
537,0.5,9,26.84,0.66,1.2,24.6,47,0.04,2,26.3,39
538,1,25,28.81,0.66,1.2,27.9,47.7,0.15,2,28.3,39
539,0.9,23,28.23,0.57,1.2,27.9,45,0.16,2,28.2,39
540,0.7,17,26.94,0.35,1.2,27.6,50,0.08,-2,27.9,39
541,-0.8,17,22.29,0.35,1.2,25.6,42,0.33,2,24.9,39
542,-0.3,7,23.62,0.35,1.2,26.1,39.4,0.26,2,26.1,39
543,-0.5,9,23.37,0.35,1.2,25.3,38.5,0.26,2,26,39
544,-0.7,16,22.8,0.35,1.2,24.3,38.2,0.26,2,25.2,39
545,-0.9,22,22.22,0.35,1.2,24.5,41.7,0.24,0,24.3,39
546,1.3,41,30.3,0.54,2,28.8,28.2,0.07,1,28.1,39
547,0.4,8,26.13,0.46,1.2,26.4,58.2,0.05,2,25.6,39
548,0.533333333,11.33333333,26.55666667,0.82,1.133333333,27.2,25.1,0.03,0,25.9,39
549,0.033333333,8.666666667,25.01,0.663333333,1.233333333,25.1,49.1,0.01,2,25.1,39
550,1.166666667,34.66666667,29.25333333,0.676666667,1.266666667,27.8,54.6,0.04,0,19.9,39
551,0.5,11,26.18,0.38,1.5,26.9,36.8,0.04,1,26.6,39
552,1.7,63,30.94,0.38,1.7,30.2,37.4,0.04,2,30.5,39
553,1.4,46,29.9,0.48,1.7,29.3,26.9,0.03,2,29.9,39
554,0.4,9,26.83,0.48,1.4,25.7,54.5,0.12,2,25.4,39
555,0.8,18,27.93,0.48,1.5,28.5,50.4,0.04,1,25.2,39
556,0.8,19,27.44,0.48,1.4,27.4,34.8,0.04,1,26.5,39
557,-0.1,5,24.5,0.52,1.2,25,58.3,0.02,1,22.6,39
558,0.6,11,26.64,0.5,1.3,29.8,46.5,0.05,2,23,39
559,0.7,17,28.01,0.6,1.4,26.9,54.9,0.03,2,24.4,39
560,0.7,15,27.73,0.6,1.3,26.5,55.6,0.03,2,24.4,39
561,0.3,6,25.73,0.5,1.3,25.5,49,0.02,2,24,39
562,0.4,9,25.58,0.35,1.3,28.4,43.8,0.04,2,24.4,39
563,0.1,5,24.73,0.35,1.4,25.3,50.4,0.03,2,23.7,39
564,0.1,5,24.65,0.35,1.2,26.9,46.8,0.03,2,24,39
565,-0.1,5,24.04,0.35,1.3,25.1,49,0.02,2,23.4,39
566,0.4,8,26.4,0.63,1.2,26.6,49.1,0.09,2,24.6,39
567,0.6,13,26.46,0.62,1.3,29,40.1,0.22,2,25.7,39
568,0.6,12,26.81,0.62,1.2,27.8,45.6,0.19,2,25.9,39
569,0.4,9,25.93,0.62,1.3,26.5,44.9,0.33,2,26.2,39
570,0,5,24.77,0.68,1.2,25.6,42,0.33,0,24.7,39
571,0.3,7,25.08,0.63,1.3,26.6,37.1,0.4,0,25.6,39
572,0,5,24.51,0.62,1.4,24.9,42.4,0.28,0,23.3,39
573,0.4,9,26.73,0.68,1.2,25.3,47.6,0.03,2,24.1,39
574,0.6,12,26.49,0.68,1.2,29,40.1,0.22,2,25.7,39
575,0.7,16,27.68,0.68,1.2,27.9,45,0.16,2,26.2,39
576,1,25,28.84,0.68,1.5,27.1,48.3,0.22,2,26.5,39
577,0.3,7,26.37,0.68,1.2,25.5,38.9,0.15,2,25.1,39
578,0.2,5,24.88,0.68,1.2,26.6,37.1,0.4,1,25.6,39
579,0.3,7,26.45,0.68,1.3,24.8,41.6,0.11,1,24,39
580,0.5,11,27.26,0.68,1.2,25.8,46.7,0.11,1,25.1,39
581,0.2,6,25.94,0.78,1.2,25.6,41.4,0.15,1,23.6,39
582,-0.1,5,24.08,0.37,1,28.8,28.2,0.07,1,28.1,39
583,1.4,44,28.29,0.37,1.1,30.2,37.4,0.04,2,30.5,39
584,0.9,22,26.87,0.37,1.2,29.3,26.9,0.03,2,29.9,39
585,0.4,8,25.9,0.37,1.3,26.4,58.2,0.05,2,25.6,39
586,0.5,10,26.33,0.62,1.2,27.2,25.1,0.03,0,25.9,39
587,1.2,34,29.75,0.62,1.6,27.4,34.8,0.04,1,26.5,39
588,0.5,11,26.87,0.56,1.2,26,51,0.08,0,25.9,39
589,1.2,34,29.1,0.58,1.2,29.3,43.5,0.1,1,28.7,39
590,0.9,21,28.53,0.58,1.2,27.5,51.4,0.14,0,27.3,39
591,0.8,20,28.12,0.58,1.2,26.6,51.6,0.08,1,27.1,39
592,0.9,22,28.05,0.58,1.2,27.3,45.3,0.03,0,27.2,39
593,0.7,14,27.08,0.58,1.2,27.7,40.3,0.19,1,27.2,39
594,0.5,9,26.88,0.58,1.2,25.9,48.2,0.11,0,25.6,39
595,0.4,8,26.44,0.58,1.2,25.6,41.5,0.11,0,25.5,39
596,0.5,11,26.98,0.58,1.2,25.6,53,0.02,0,25.7,39
597,0.3,7,25.75,0.42,1.2,26,51,0.08,1,25.9,39
598,1,27,28,0.42,1.2,29.6,42.2,0.1,2,28.8,39
599,0.8,19,27.64,0.42,1.2,28,51.3,0.1,1,27.6,39
600,0.6,13,26.76,0.42,1.2,26.6,51.6,0.08,1,27.1,39
601,0.6,13,26.59,0.4,1.2,27.3,45.3,0.03,1,27.2,39
602,0.8,18,26.98,0.4,1.2,28.1,40,0.08,2,27.7,39
603,-0.3,7,24.45,0.44,1,25.9,47.1,0.12,0,25.6,39
604,0.2,6,25.58,0.44,1.2,27.5,44,0.16,2,26.3,39
605,0.2,6,25.54,0.42,1.2,25.6,53,0.02,0,25.7,39
606,0.6,13,27.23,0.57,1.3,25.9,49.4,0.07,2,25.8,39
607,1.3,40,29.83,0.57,1.3,29.6,42.2,0.1,2,28.8,39
608,1.1,32,29.61,0.57,1.3,28,51.3,0.1,2,27.6,39
609,0.9,24,28.94,0.57,1.3,27,53.9,0.1,2,27,39
610,1,26,28.66,0.57,1.3,27.3,45.3,0.03,1,27.2,39
611,1.2,35,28.92,0.57,1.3,30.9,37.6,0.16,1,28.5,39
612,0.6,12,27.49,0.57,1.3,25.9,47.1,0.12,0,25.6,39
613,0.6,12,27.49,0.57,1.3,25.9,47.1,0.12,0,25.6,39
614,0.8,18,28.15,0.62,1.3,26.1,48.4,0.05,0,25.9,39
615,0.466666667,10.33333333,26.61666667,1.32,1.533333333,25.9,49.4,0.07,0,25.8,39
616,0.3,7,25.59,0.4,1.2,26,51,0.08,2,25.9,39
617,0.7,17,27.29,0.4,1.2,28.2,51.4,0.1,2,27.5,39
618,0.5,11,26.61,0.48,1.2,26.4,47.8,0.04,2,27,39
619,0.5,10,26.23,0.48,1.2,27.7,40.3,0.19,2,27.2,39
620,0.3,6,25.97,0.48,1.2,25.9,48.2,0.11,1,25.6,39
621,0.1,5,25.5,0.48,1.2,25.6,41.5,0.11,2,25.5,39
622,0.5,9,26.6,0.55,1.2,25.6,53,0.02,1,25.7,39
623,0.7,16,27.2,0.48,1.2,27.3,45.3,0.03,2,27.2,39
624,0.6,14,26.97,0.58,1.2,27.7,40.3,0.19,2,27.2,39
625,0.4,9,26.75,0.58,1.2,25.9,48.2,0.11,0,25.6,39
626,0.3,7,26.31,0.58,1.2,25.6,41.5,0.11,2,25.5,39
627,0.5,10,26.84,0.58,1.2,25.6,53,0.02,2,25.7,39
628,0.5,10.66666667,26.59333333,0.516666667,1.2,26,51,0.08,2,25.9,39
629,1.166666667,34,28.98666667,0.483333333,1.2,29.6,42.2,0.1,2,28.8,39
630,0.8,19,27.64,0.42,1.2,28,51.3,0.1,2,27.6,39
631,0.6,12,26.89,0.42,1.2,27,53.9,0.1,1,27,39
632,0.833333333,20.33333333,27.76666667,0.67,1.2,27.3,45.3,0.03,0,27.2,39
633,0.966666667,24.66666667,28.03333333,0.6,1.2,28.1,40,0.08,1,27.7,39
634,0.1,5,25.47,0.42,1.2,25.9,47.1,0.12,0,25.6,39
635,1,26,29.59,1,1.2,27.5,44,0.16,0,26.3,39
636,0.6,13,27.17,0.6,1.2,26,51,0.08,2,25.9,39
637,1.2,35,29.02,0.6,1.2,29.6,42.2,0.1,2,28.8,39
638,0.7,15,27.69,0.52,1.2,27.5,51.4,0.14,1,27.3,39
639,0.7,14,27.39,0.52,1.2,26.8,48.6,0.1,2,27.2,39
640,0.7,17,28.03,0.67,1.2,25.8,56.1,0.04,1,27,39
641,1.1,30,28.86,0.67,1.2,28.1,40,0.08,2,27.7,39
642,0.6,12,27.63,0.7,1.2,25.9,48.2,0.11,0,25.6,39
643,0.5,10,27.17,0.7,1.2,25.6,41.5,0.11,2,25.5,39
644,0.676666667,14.47,27.60666667,0.653333333,1.2,26.1,48.4,0.05,0,25.9,39
645,0.5,10.66666667,26.59333333,0.7,1.2,26,51,0.08,2,25.9,39
646,1.166666667,34,28.98666667,0.7,1.2,29.6,42.2,0.1,2,28.8,39
647,0.8,18.66666667,28.21,0.51,1.2,27.5,51.4,0.14,2,27.3,39
648,0.666666667,15.66666667,27.6,0.68,1.233333333,27,53.9,0.1,2,27,39
649,0.5,10,27.08666667,1.11,1.533333333,25.9,48.2,0.11,0,25.6,39
650,0.233333333,6.333333333,26.04,1.26,1.7,25.6,41.5,0.11,2,25.5,39
651,0.606666667,12.88666667,27.14333333,0.53,1.5,26.1,48.4,0.05,1,25.9,39
652,0.6,12,27.02,0.58,1.2,26,51,0.08,2,25.9,39
653,1.2,35,29.13,0.58,1.2,29.6,42.2,0.1,2,28.8,39
654,0.9,21,27.93,0.58,1.2,27.3,45.3,0.03,2,27.2,39
655,1,26,28.26,0.58,1.2,28.1,40,0.08,2,27.7,39
656,0.4,8,26.72,0.58,1.2,25.9,47.1,0.12,2,25.6,39
657,0.3,7,26.31,0.58,1.2,25.6,41.5,0.11,2,25.5,39
658,0.6,12,26.98,0.58,1.2,26.1,48.4,0.05,2,25.9,39
659,0.3,7,25.69,0.47,1.3,25.3,47.6,0.03,0,24.1,39
660,0.633333333,13.66666667,26.57333333,0.47,1.233333333,29,40.1,0.22,0,25.7,39
661,0.7,17,27.58,0.47,1.4,27.9,45,0.16,1,26.2,39
662,0.6,13,26.75,0.47,1.4,27.1,48.3,0.22,0,26.5,39
663,0.066666667,5.333333333,25.51,0.58,1.333333333,25.6,41.4,0.15,0,23.6,39
664,0.6,13,26.71,0.53,1.5,27.1,45.3,0.23,0,25.1,39
665,0.7,16,26.77,0.53,1.5,29,41,0.23,2,25.7,39
666,0.3,7,25.41,0.53,1.3,27.1,45.3,0.23,1,25.1,39
667,0.4,9,25.56,0.53,1.4,26.9,44.1,0.35,2,26.2,39
668,-0.5,9,23.28,0.53,1.2,24.2,41.6,0.29,1,23.8,39
669,0.1,5,24.48,0.53,1.3,26.6,38.6,0.33,1,25.4,39
670,-0.1,5,24.69,0.53,1.2,24.6,39.9,0.12,0,23.6,39
671,-0.1,5,24.37,0.38,1.3,24.6,47,0.04,2,24.6,39
672,0.7,16,26.87,0.38,1.3,29,39.9,0.16,2,28,39
673,0.4,8,25.66,0.38,1.2,27.8,45.6,0.19,2,27.1,39
674,0.3,6,25.41,0.38,1.2,27.1,48.3,0.22,2,27.2,39
675,-0.4,8,23.3,0.44,1.2,25.6,42,0.33,1,25.3,39
676,0.3,7,24.95,0.52,1.4,26.6,37.1,0.4,-1,26.3,39
677,-0.1,5,24.57,0.52,1.2,25.2,41,0.24,0,25.5,39
678,0.6,14,27.64,0.52,1.4,25.8,46.7,0.11,0,25.5,39
679,0.6,14,27.2,0.48,1.3,26.4,52.5,0.01,0,26,39
680,1.4,47,30.14,0.48,1.4,29.8,45.3,0.07,2,28.9,39
681,1.2,36,29.53,0.48,1.3,28,55.6,0.02,2,28.7,39
682,1.4,45,31.72,0.48,1.8,26.4,61.7,0.09,2,28.4,39
683,0.8,20,30.47,1.08,1.4,23.8,54.9,0.13,0,24.3,39
684,0.7,16,29.77,1.08,1.4,23.4,57.4,0.15,0,23.8,39
685,1,25,28.42,0.62,1.1,27.4,53.1,0.02,2,28.1,39
