City,Country,Age,Sex,Air velocity (m/s),Air temperature (??C),Radiant temperature (??C),Relative humidity (%),Outdoor monthly air temperature (??C),Clo,Met,Thermal sensation
Lyon,France,31,1,0.03,22.6,23.4,37.2,5.1,0.87,1.5,0
Lyon,France,31,1,0.02,23.9,24.3,30,5.1,1.14,1.5,1
Lyon,France,31,2,0.03,24.5,25.1,29,5.1,1.12,1,1
Lyon,France,31,2,0.04,25.2,26,28.1,5.1,0.86,1.5,1
Lyon,France,31,1,0.02,25.6,26.2,27,5.1,0.72,1.1,0
Lyon,France,31,2,0.04,24.9,25.8,26.5,5.1,1.14,1.2,1
Lyon,France,31,2,0.02,22.6,23,29.2,7,0.94,1.2,0
Lyon,France,31,1,0.05,20.1,22.1,28.3,7,0.87,1.2,-1
Lyon,France,31,1,0.02,20.8,21.9,31.1,7,1.04,1.3,0
Lyon,France,31,2,0.03,22.7,23.4,25.8,7,0.91,1.3,0
Lyon,France,31,2,0.04,23,23.6,24.7,7,0.86,1.5,0
Lyon,France,31,1,0.05,22.1,23,23.5,7,1.07,1.9,1
Lyon,France,31,1,0.01,23.1,23.8,26,7,1.02,1.5,2
Lyon,France,31,2,0.02,23.1,23.9,26.6,7,0.87,1.7,2
Lyon,France,31,2,0.03,22.3,23.4,26.6,7,0.72,1.4,1
Lyon,France,31,2,0.04,22.8,23.7,24.6,7,0.7,1.6,0
Lyon,France,31,2,0.01,22.7,23.6,27.4,7,0.55,1.6,2
Lyon,France,31,2,0.06,22.8,23.9,27.3,7,0.73,1.1,0
Lyon,France,31,2,0.04,23.1,24,24,7,0.93,1.5,0
Lyon,France,31,2,0.05,22.3,23.3,27.4,7,0.84,2.8,0
Lyon,France,31,1,0.04,23.2,23.8,24.2,7,1.15,1.2,0
Lyon,France,31,2,0.03,23.4,24.5,23.4,7,0.82,1,-1
Lyon,France,31,2,0.04,23.3,24.1,23.9,7,0.88,1.4,-1
Lyon,France,31,1,0.04,23.2,24.4,24.1,7,1.03,1,0
Lyon,France,31,1,0.08,22.2,22.8,22.5,-1.4,0.91,1.8,1
Lyon,France,31,1,1.7,18.2,21.5,29.8,-1.4,1.06,1.3,-1
Lyon,France,31,1,0.03,20.4,21.6,32,-1.4,0.83,1.4,-1
Lyon,France,31,1,0.02,20.8,21.9,20.5,-1.4,1.24,1.3,-1
Lyon,France,31,2,0.02,21.5,22.5,19.4,-1.4,0.75,1.6,-2
Lyon,France,31,2,0.04,21.5,22.7,26,-1.4,0.79,1.5,0
Lyon,France,31,1,0.04,20.5,21.9,24.7,-1.4,0.97,1.7,1
Lyon,France,31,1,0.01,23.5,24,24.9,-1.4,1.08,1.2,1
Lyon,France,31,1,0.07,21.8,22,20.1,0.7,0.69,1.2,1
Lyon,France,31,1,0.03,22.8,23.3,24.3,0.7,1.13,1.1,2
Lyon,France,31,1,0.03,23.2,23.6,21,0.7,0.95,1.6,1
Lyon,France,31,2,0.06,18.6,21.2,26.7,0.7,0.82,1.8,-2
Lyon,France,31,2,0.06,22.7,23.2,22.7,0.7,0.94,1.3,1
Lyon,France,31,1,0.04,22.2,23.1,20.9,0.7,1,1.1,0
Lyon,France,31,2,0.04,22.1,22.8,22.9,0.7,1.15,1.3,0
Lyon,France,31,1,0.02,21.6,22.7,28.4,0.7,1.03,1.2,-1
Lyon,France,31,2,0.04,22.1,23.1,25.4,0.7,0.93,1.2,2
Lyon,France,31,1,0.03,22,22.6,32.5,0.7,1.12,1,0
Lyon,France,31,2,0.03,21.9,22.6,28.1,0.7,0.97,1.3,-1
Lyon,France,31,1,0.05,22.1,22.7,24.4,0.7,0.8,1.4,2
Lyon,France,31,1,0.02,21.7,22.8,33.2,4.8,1.1,1.4,0
Lyon,France,31,1,0.04,22.2,23.3,33.3,4.8,1.06,1.3,1
Lyon,France,31,2,0.04,22.6,23.4,29.6,4.8,0.82,1.4,0
Lyon,France,31,2,0.04,23,23.9,28.5,4.8,0.95,1.6,0
Lyon,France,31,1,0.06,23.5,24.4,30.8,4.8,0.89,1.2,0
Lyon,France,31,1,0.04,24,24.9,26.7,4.8,0.52,1.1,-1
Lyon,France,31,1,0.05,24.2,25.3,26.4,4.8,0.8,1.3,1
Lyon,France,31,1,0.03,24,25,25.8,4.8,0.82,1.5,0
Lyon,France,31,1,0.03,23.5,24.2,25.1,4.8,0.79,1.4,0
