City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Clo,Met,Thermal sensation
Quetta,Pakistan,26,1,0.9,31.1,31,12.9,13.3,0.52,1.88,1
Quetta,Pakistan,26,1,0.52,31.3,31.2,14.9,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.35,30.2,29.5,15.4,13.3,0.52,0.89,0
Quetta,Pakistan,26,1,0.09,39.4,41.7,62.3,13.3,0.52,0.89,2
Quetta,Pakistan,26,1,1.12,35.9,36.3,58.3,13.3,0.52,0.89,1
Quetta,Pakistan,26,1,0.3,36.3,36.9,57.9,13.3,0.52,1.88,1
Quetta,Pakistan,26,1,0.12,31,31.6,28,13.3,0.52,0.89,1
Quetta,Pakistan,26,1,0.14,28.8,29,27,13.3,0.52,1.88,1
Quetta,Pakistan,26,1,0.24,28.6,29,16.7,13.3,0.37,0.89,0
Quetta,Pakistan,26,1,0.24,28.5,28.8,16.7,13.3,0.37,1.88,0
Quetta,Pakistan,26,1,0.43,28.1,28.6,19.8,13.3,0.37,1.01,1
Quetta,Pakistan,26,1,0.52,27,27.5,16.7,13.3,0.3,1.88,0
Quetta,Pakistan,26,1,0.4,28,28,10.4,13.3,0.47,0.89,1
Quetta,Pakistan,26,1,0.67,31.8,32.7,10.7,13.3,0.47,1.01,1
Quetta,Pakistan,26,1,0.43,29.3,29.4,10.3,13.3,0.47,1.01,1
Quetta,Pakistan,26,1,0.52,28.5,29,10.3,13.3,0.47,1.01,0
Quetta,Pakistan,26,1,0.4,28.6,29.1,10.3,13.3,0.47,1.01,0
Quetta,Pakistan,26,1,0.46,27.3,27.7,10.3,13.3,0.47,1.01,0
Quetta,Pakistan,26,1,0.3,31,30.5,10.3,13.3,0.47,0.89,0
Quetta,Pakistan,26,1,0.63,27.9,27,10.3,13.3,0.47,1.01,0
Quetta,Pakistan,26,1,0.15,29.2,29.3,10.3,13.3,0.47,1.01,1
Quetta,Pakistan,26,1,0.16,32.5,32.7,21,13.3,0.47,0.89,1
Quetta,Pakistan,26,1,0.63,27.9,27.7,51.8,13.3,0.47,1.88,0
Quetta,Pakistan,26,1,0.24,26.9,27,10.4,13.3,0.47,1.88,1
Quetta,Pakistan,26,1,0.35,27.5,28,19.8,13.3,0.31,0.89,1
Quetta,Pakistan,26,1,0.32,28.2,28.7,32.8,13.3,0.3,0.77,0
Quetta,Pakistan,26,1,0.46,27.3,27.7,42.7,13.3,0.3,1.88,0
Quetta,Pakistan,26,1,0.3,28.3,30.9,30,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.56,30.3,30.3,28.8,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.75,28.3,27.8,14.1,13.3,0.52,1.01,0
Quetta,Pakistan,26,1,0.32,26,26.6,10.3,13.3,0.52,1.01,0
Quetta,Pakistan,26,1,0.52,25.8,26,10.3,13.3,0.52,1.01,0
Quetta,Pakistan,26,1,0.35,29.1,28.8,10.4,13.3,0.52,1.88,1
Quetta,Pakistan,26,1,0.56,30.3,30.3,10.4,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.52,30.8,30.9,10.5,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.85,32.2,30.2,10.3,13.3,0.52,0.89,1
Quetta,Pakistan,26,1,0.37,29.4,29.3,10.3,13.3,0.52,1.88,1
Quetta,Pakistan,18,2,0.43,30.8,30.9,14.8,13.3,0.98,0.89,1
Quetta,Pakistan,18,2,0.61,30.7,30.6,21,13.3,0.98,0.89,0
Quetta,Pakistan,18,2,0.21,30.3,30.3,14.8,13.3,0.98,0.89,0
Quetta,Pakistan,18,2,0.24,30.2,30.2,14.8,13.3,0.98,1.13,2
Quetta,Pakistan,18,2,0.33,29.9,29.9,16,13.3,0.98,0.89,0
Quetta,Pakistan,18,2,0.4,29.9,29.9,25.3,13.3,0.98,1.88,0
Quetta,Pakistan,18,2,0.33,30,29.7,14.8,13.3,0.98,0.89,0
Quetta,Pakistan,18,2,0.3,30.1,30,14.8,13.3,0.98,1.88,1
Quetta,Pakistan,18,2,0.07,30.2,30.3,14.8,13.3,0.96,1.01,1
Quetta,Pakistan,18,2,0.19,30.1,30.1,14.8,13.3,0.62,1.88,0
Quetta,Pakistan,18,2,0.27,30.1,30.1,14.8,13.3,0.98,1.88,0
Quetta,Pakistan,18,2,0.27,30.5,30.4,25.3,13.3,0.98,1.01,0
Quetta,Pakistan,18,2,0.24,30.4,30.4,14.8,13.3,0.98,1.88,0
Quetta,Pakistan,18,2,0.27,30.7,30.6,20.4,13.3,0.6,0.77,0
Quetta,Pakistan,18,2,0.27,30.7,30.6,22.9,13.3,0.98,1.88,0
Quetta,Pakistan,50,1,0.4,32.3,32.3,41.1,13.3,0.52,1.13,0
Quetta,Pakistan,50,1,0.13,32.2,32.2,41.7,13.3,0.52,1.01,2
Quetta,Pakistan,50,1,0.13,31,30.9,26.5,13.3,0.52,1.88,2
Quetta,Pakistan,50,1,0.08,25,25.6,17.9,13.3,0.52,0.89,-2
Quetta,Pakistan,50,1,0.1,25,25.4,14.2,13.3,0.52,0.89,-2
Quetta,Pakistan,50,1,0.24,26.1,26.2,14.2,13.3,0.37,0.77,-2
Quetta,Pakistan,50,1,0.27,24.9,24.7,14.1,13.3,0.52,1.01,0
Quetta,Pakistan,50,1,0.04,25,25.1,24.1,13.3,0.39,1.01,2
Quetta,Pakistan,50,1,0.24,29.2,29.1,14.8,13.3,0.39,1.01,2
Quetta,Pakistan,50,1,0.43,30.1,29.6,27.6,13.3,0.39,1.01,2
Quetta,Pakistan,50,1,0.33,31.3,31.1,30,13.3,0.37,1.01,2
Quetta,Pakistan,50,1,0.48,31.8,31.4,34.5,13.3,0.39,1.01,0
Quetta,Pakistan,50,1,0.02,33.3,34.3,20.4,13.3,0.39,1.13,2
Quetta,Pakistan,50,1,0.21,31.4,31.5,37.3,13.3,0.39,1.01,0
Quetta,Pakistan,50,1,0.17,30.3,30.3,19.2,13.3,0.39,1.01,0
Quetta,Pakistan,50,1,0.36,32.2,32.2,37.8,13.3,0.39,1.01,0
Quetta,Pakistan,50,1,0.1,27.3,27.9,14.8,13.3,0.76,0.77,0
Quetta,Pakistan,50,1,0.11,26.2,27.2,14.1,13.3,0.76,0.77,0
Quetta,Pakistan,50,1,0.13,25.6,26.3,20.4,13.3,0.76,0.77,0
Quetta,Pakistan,50,1,0.27,21.5,21.6,31.1,13.3,0.7,0.77,-1
Quetta,Pakistan,50,1,0.07,22.9,22.6,21,13.3,0.5,0.77,-1
Quetta,Pakistan,50,1,0.08,24.2,24.1,43.2,13.3,0.37,1.01,0
Quetta,Pakistan,50,1,0.57,29.6,29,16,13.3,0.39,1.01,1
Quetta,Pakistan,50,1,0.57,30.4,30,22.3,13.3,0.39,1.01,2
Quetta,Pakistan,50,1,0.36,32.4,32.3,27,13.3,0.39,1.01,1
Quetta,Pakistan,50,1,0.15,32.5,32.5,36.2,13.3,0.52,1.01,2
Quetta,Pakistan,50,1,0.19,31,31.2,14.8,13.3,0.52,1.01,2
Quetta,Pakistan,50,1,0.27,28.7,28.7,38.9,13.3,0.52,0.89,-2
Quetta,Pakistan,50,1,0.03,25.8,26,14.1,13.3,0.37,1.88,0
Quetta,Pakistan,50,1,0.43,31.1,31,31.7,13.3,0.42,1.01,0
Quetta,Pakistan,50,1,0.4,33.7,33.7,31.1,13.3,0.52,1.01,2
Quetta,Pakistan,50,1,0.1,25.2,25.8,15.4,13.3,0.5,0.77,0
Quetta,Pakistan,50,1,0.11,24,25,21,13.3,0.5,0.77,-2
Quetta,Pakistan,50,1,0.13,26.6,26.7,14.1,13.3,0.5,1.88,-1
Quetta,Pakistan,50,1,0.4,29.6,29.4,34.4,13.3,0.52,1.01,1
Quetta,Pakistan,50,1,0.17,26.2,26.1,14.1,13.3,0.5,0.77,-1
Quetta,Pakistan,50,1,0.33,21.8,21.7,49.3,13.3,0.5,1.88,-1
Quetta,Pakistan,50,1,0.03,23.1,23.3,58.8,13.3,0.5,1.88,0
Quetta,Pakistan,50,1,0.4,30.9,30.8,28.8,13.3,0.37,1.01,0
Quetta,Pakistan,50,1,0.33,31.5,31.6,42.7,13.3,0.39,1.01,1
Quetta,Pakistan,50,1,0.15,24.2,24.9,19.3,13.3,0.52,1.01,-1
Quetta,Pakistan,50,1,0.08,26.5,26.2,14.1,13.3,0.52,1.01,-1
Quetta,Pakistan,50,1,0.1,26.2,26.2,14.1,13.3,0.52,1.01,-1
Quetta,Pakistan,50,1,0.08,26.1,26.1,14.1,13.3,0.52,1.01,0
Quetta,Pakistan,50,1,0.19,21.7,22.1,28.3,13.3,0.52,1.88,-1
Quetta,Pakistan,50,1,0.13,23.7,23.7,40.6,13.3,0.37,1.01,-1
Quetta,Pakistan,50,1,0.3,25,24.2,14.1,13.3,0.39,0.89,-1
Quetta,Pakistan,50,1,0.98,26.2,25,14.1,13.3,0.37,0.89,-1
Quetta,Pakistan,50,1,0.4,31.9,31.6,38.9,13.3,0.37,1.01,1
Quetta,Pakistan,50,1,0.4,32.6,32.3,41.2,13.3,0.39,1.01,1
Quetta,Pakistan,50,1,0.07,27.4,28,14.6,13.3,0.5,1.88,0
Quetta,Pakistan,50,1,0.17,25,25.3,16.7,13.3,0.5,1.13,-1
Quetta,Pakistan,50,1,0.33,29.1,29.3,19.2,13.3,0.52,1.88,0
Quetta,Pakistan,50,1,0.08,26.9,27,14.3,13.3,0.52,1.01,0
Quetta,Pakistan,50,1,0.08,24.8,25.2,58.3,13.3,0.52,1.01,-1
Quetta,Pakistan,50,1,0.15,22.5,22.2,68.5,13.3,0.52,1.88,-1
Quetta,Pakistan,50,1,0.05,23.7,23.7,62.1,13.3,0.5,0.77,0
Quetta,Pakistan,50,1,0.06,25.8,26.3,47.8,13.3,0.39,1.01,1
Quetta,Pakistan,50,1,0.11,30.3,30.6,14.8,13.3,0.35,1.01,1
Quetta,Pakistan,50,1,0.33,32.8,32.6,37.4,13.3,0.37,1.01,1
Quetta,Pakistan,50,1,0.36,33.3,33.4,34.5,13.3,0.39,1.01,1
Quetta,Pakistan,50,1,0.11,28.3,28.5,14.6,13.3,0.52,0.89,-1
Quetta,Pakistan,50,1,0.06,28.1,27.9,14.8,13.3,0.52,0.89,0
Quetta,Pakistan,50,1,0.11,28,27.9,28.2,13.3,0.52,0.89,1
Quetta,Pakistan,50,1,0.4,27.9,27.7,39.5,13.3,0.52,0.89,1
Quetta,Pakistan,50,1,0.15,26,26.2,56.9,13.3,0.52,0.77,0
Quetta,Pakistan,50,1,0.36,24.2,24.2,63.6,13.3,0.5,0.77,-1
Quetta,Pakistan,50,1,0.04,25.1,25.2,60.5,13.3,0.52,1.88,0
Quetta,Pakistan,50,1,0.15,25.8,25.7,62.7,13.3,0.52,1.88,0
Quetta,Pakistan,50,1,0.3,27.2,27.3,46.8,13.3,0.52,1.88,0
Quetta,Pakistan,45,2,0.82,31,30.9,21,13.3,0.62,0.89,1
Quetta,Pakistan,45,2,1.39,32.6,30.4,34.5,13.3,0.62,1.88,0
Quetta,Pakistan,45,2,0.24,29.8,29.5,16.7,13.3,0.62,0.89,1
Quetta,Pakistan,45,2,0.24,29.4,29.4,14.3,13.3,0.62,0.89,0
Quetta,Pakistan,45,2,0.35,29.5,29.4,14.2,13.3,0.6,0.89,0
Quetta,Pakistan,45,2,0.26,28.3,28.4,14.2,13.3,0.6,0.77,0
Quetta,Pakistan,45,2,0.12,28.3,28.4,14.3,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.35,28.7,28.5,14.1,13.3,0.64,1.88,2
Quetta,Pakistan,45,2,0.19,29,28.7,15.4,13.3,0.62,1.01,0
Quetta,Pakistan,45,2,0.15,28.8,28.7,14.1,13.3,0.62,1.88,0
Quetta,Pakistan,45,2,0.17,28.9,28.8,14.1,13.3,0.62,0.89,0
Quetta,Pakistan,45,2,0.35,29.2,29.2,21.6,13.3,0.6,1.01,0
Quetta,Pakistan,45,2,0.32,29.2,29.3,17.3,13.3,0.6,0.77,0
Quetta,Pakistan,45,2,0.41,29.6,29.2,14.1,13.3,0.6,1.01,0
Quetta,Pakistan,45,2,0.24,30.4,30.8,27,13.3,0.62,1.88,2
Quetta,Pakistan,45,2,0.29,30.3,30.2,32.8,13.3,0.6,1.88,1
Quetta,Pakistan,45,2,0.41,31,31.1,41.6,13.3,0.6,0.89,0
Quetta,Pakistan,45,2,0.45,27.4,27.5,22.3,13.3,0.62,1.01,1
Quetta,Pakistan,45,2,0.05,27.4,28.4,18.6,13.3,0.62,1.88,0
Quetta,Pakistan,45,2,0.41,28.5,28.6,14.1,13.3,0.96,0.77,-1
Quetta,Pakistan,45,2,0.24,28.9,28.8,14.1,13.3,0.62,1.01,1
Quetta,Pakistan,45,2,0.21,29.2,29,19.8,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.29,30,29.7,30.6,13.3,0.62,0.89,1
Quetta,Pakistan,45,2,0.41,30.8,30.2,36.2,13.3,0.62,0.89,0
Quetta,Pakistan,45,2,0.24,30.2,30,35.1,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.21,33,34.2,35.6,13.3,0.6,0.77,0
Quetta,Pakistan,45,2,0.15,35.9,36,48.8,13.3,0.96,1.88,1
Quetta,Pakistan,45,2,0.57,32.6,32.2,42.1,13.3,0.96,1.88,1
Quetta,Pakistan,45,2,0.12,30.1,30.4,30.5,13.3,0.6,1.01,0
Quetta,Pakistan,45,2,0.12,29.7,29.8,16,13.3,0.6,0.89,0
Quetta,Pakistan,45,2,0.26,28.8,28.8,14.1,13.3,0.96,1.01,-1
Quetta,Pakistan,45,2,0.21,29.1,29,14.1,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.14,29.5,29.6,19.2,13.3,0.64,1.88,2
Quetta,Pakistan,45,2,0.29,29.6,29.6,21.5,13.3,0.62,1.88,0
Quetta,Pakistan,45,2,0.21,30,29.9,25.3,13.3,0.98,1.88,1
Quetta,Pakistan,45,2,0.17,30.1,29.8,24.7,13.3,0.6,0.77,0
Quetta,Pakistan,45,2,0.35,29.9,29.7,17.9,13.3,0.6,0.77,0
Quetta,Pakistan,45,2,0.41,30.1,30,14.1,13.3,0.6,1.88,0
Quetta,Pakistan,45,2,0.32,30.9,30.7,26.5,13.3,0.62,1.13,1
Quetta,Pakistan,45,2,0.21,30.4,30.5,14.6,13.3,0.62,1.88,0
Quetta,Pakistan,45,2,0.45,29.3,29.2,14.1,13.3,0.96,0.77,0
Quetta,Pakistan,45,2,0.88,29.1,29.1,14.1,13.3,0.62,1.88,0
Quetta,Pakistan,45,2,0.29,25.3,26.8,32.3,13.3,0.98,1.01,1
Quetta,Pakistan,45,2,0.01,26.6,29.4,27.6,13.3,0.64,1.88,1
Quetta,Pakistan,45,2,0.38,26.6,26.9,37.3,13.3,0.64,1.13,0
Quetta,Pakistan,45,2,0.26,24.6,25.1,33.4,13.3,0.62,0.77,0
Quetta,Pakistan,45,2,0.71,24.9,26.3,35.1,13.3,0.62,0.89,1
Quetta,Pakistan,45,2,0.29,31.8,31.3,48.8,13.3,0.62,0.89,0
Quetta,Pakistan,45,2,0.05,28.3,29,41,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.15,29,29.2,38.9,13.3,0.6,0.89,1
Quetta,Pakistan,45,2,0.1,28.4,28.6,26.5,13.3,0.6,0.77,0
Quetta,Pakistan,45,2,0.61,28.7,28.2,14.2,13.3,0.96,0.77,-1
Quetta,Pakistan,45,2,0.17,28,28,14.3,13.3,0.6,0.89,0
Quetta,Pakistan,45,2,0.17,27.6,27.7,18.6,13.3,0.62,1.13,1
Quetta,Pakistan,45,2,0.26,28.3,28.3,28.8,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.26,28.3,28.2,29.2,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.35,28.7,28.5,33.4,13.3,0.62,1.01,1
Quetta,Pakistan,45,2,0.24,28.8,28.6,36.2,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.26,29.3,28.6,36.2,13.3,0.62,1.01,0
Quetta,Pakistan,45,2,0.24,29.3,29.2,41.6,13.3,0.6,0.77,0
Quetta,Pakistan,45,2,0.17,29.2,29.2,39.5,13.3,0.6,0.77,1
Quetta,Pakistan,45,2,0.26,29.1,29.1,46.3,13.3,0.62,0.89,0
Quetta,Pakistan,45,2,0.15,29.1,29,42.7,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.53,29.1,29,42.7,13.3,0.62,0.89,0
Quetta,Pakistan,45,2,0.14,26.5,26.9,35.6,13.3,0.62,0.89,1
Quetta,Pakistan,45,2,0.05,27.4,28.4,36.3,13.3,0.62,0.89,1
Quetta,Pakistan,45,2,0.38,28.5,28.4,38.9,13.3,0.6,0.89,0
Quetta,Pakistan,45,2,0.29,28.1,28,14.1,13.3,0.96,0.77,1
Quetta,Pakistan,45,2,1.01,27.9,27.9,14.1,13.3,0.62,1.01,1
Quetta,Pakistan,45,2,0.15,27.8,28.1,14.1,13.3,0.62,1.01,1
Quetta,Pakistan,45,2,0.1,26.3,26.7,14.1,13.3,0.64,1.88,2
Quetta,Pakistan,45,2,0.21,30.3,30.2,32.9,13.3,1,1.88,1
Quetta,Pakistan,45,2,0.21,28.5,28.5,30,13.3,0.62,1.01,1
Quetta,Pakistan,45,2,0.26,28.8,28.7,36.2,13.3,0.6,0.89,1
Quetta,Pakistan,45,2,0.14,28.7,28.7,27,13.3,0.6,0.77,1
Quetta,Pakistan,45,2,0.15,29.3,29.3,34,13.3,0.6,0.89,1
Quetta,Pakistan,45,2,0.19,29.5,29.4,40,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.12,29,29.2,22.3,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.15,28.8,29.2,14.2,13.3,0.62,1.88,1
Quetta,Pakistan,45,2,0.06,29,29.8,14.7,13.3,0.62,1.01,1
Quetta,Pakistan,45,2,0.09,28.3,28.7,14.3,13.3,0.62,0.89,1
Quetta,Pakistan,45,2,0.35,28.4,28.4,16.7,13.3,0.6,1.01,0
Quetta,Pakistan,45,2,0.26,28.4,28.3,17.3,13.3,0.62,1.88,0
Quetta,Pakistan,45,2,0.17,28.4,28.1,14.1,13.3,0.62,1.88,0
Quetta,Pakistan,45,2,0.82,32.2,31.6,31.7,13.3,0.62,1.88,2
Quetta,Pakistan,45,2,0.3,29.4,29.2,32.3,13.3,0.62,1.01,0
Quetta,Pakistan,45,2,0.3,29.5,29.4,35.1,13.3,0.62,1.01,1
Quetta,Pakistan,45,2,0.3,30.7,30.7,42.1,13.3,0.62,1.01,1
Quetta,Pakistan,45,2,0.35,29,29,26.5,13.3,0.6,0.77,0
Quetta,Pakistan,45,2,0.19,29.4,29.5,23.6,13.3,0.62,1.01,0
Quetta,Pakistan,45,2,0.29,30.3,30.5,14.6,13.3,0.6,0.89,0
Quetta,Pakistan,32,2,0.42,33.3,33.5,34,13.3,0.98,0.89,2
Quetta,Pakistan,32,2,0.67,29.5,27,33.4,13.3,0.96,0.89,0
Quetta,Pakistan,32,2,0.36,27,26.2,24.7,13.3,0.96,1.01,0
Quetta,Pakistan,32,2,0.15,29.5,29.9,14.6,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.15,26.3,26.6,14.1,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.18,28.7,28.7,14.2,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.22,29.7,29.8,14.4,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.03,35.5,37,46.3,13.3,1,0.89,2
Quetta,Pakistan,32,2,0.28,33.4,33.6,49.8,13.3,0.98,1.88,2
Quetta,Pakistan,32,2,0.2,34.2,34.6,49.3,13.3,0.96,0.77,2
Quetta,Pakistan,32,2,0.36,34.7,34.8,52.5,13.3,0.96,0.77,2
Quetta,Pakistan,32,2,0.45,34.3,34.7,53.6,13.3,0.96,1.88,2
Quetta,Pakistan,32,2,1.14,31,30.3,51.3,13.3,0.96,0.89,2
Quetta,Pakistan,32,2,0.76,29.7,28.8,47.7,13.3,0.98,1.88,2
Quetta,Pakistan,32,2,0.62,29.1,28.2,45.8,13.3,0.98,1.88,2
Quetta,Pakistan,32,2,0.04,31,31.2,48.2,13.3,0.96,0.89,2
Quetta,Pakistan,32,2,0.11,26.3,26.6,18.6,13.3,0.96,1.13,2
Quetta,Pakistan,32,2,0.14,28.1,28.2,27.3,13.3,0.98,1.88,2
Quetta,Pakistan,32,2,0.12,28.6,28.6,20.4,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.06,30.8,30.7,34.5,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.06,31.2,31.1,36.2,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.08,32,31.8,41.2,13.3,0.96,1.01,2
Quetta,Pakistan,32,2,0.48,32.7,32.7,44.4,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.48,33.5,33.3,44.2,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.48,34.4,34.3,45.8,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.08,34.3,34.3,43.7,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.03,26.2,26.9,14.1,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.01,28.7,29.3,17.3,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.22,30.7,30.8,22.3,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.52,32.8,32.4,29.3,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.62,33.9,33.5,32.3,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.11,34.2,33.9,37.8,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.1,34.3,34,43.7,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.34,38.4,39.8,53.7,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.06,34.3,34.7,50.3,13.3,1,0.77,2
Quetta,Pakistan,32,2,0.1,34,34.4,48.8,13.3,0.96,0.89,2
Quetta,Pakistan,32,2,0.07,33.2,33.7,15.3,13.3,0.96,0.89,2
Quetta,Pakistan,32,2,0.06,32.4,33,14.9,13.3,0.96,1.01,2
Quetta,Pakistan,32,2,0.03,31.4,32.2,15.3,13.3,0.96,1.01,2
Quetta,Pakistan,32,2,0.26,28.5,28,37.3,13.3,0.96,1.13,2
Quetta,Pakistan,32,2,0.08,29.3,29.2,33.4,13.3,0.96,0.89,2
Quetta,Pakistan,32,2,0.05,30,30.3,32.8,13.3,0.98,1.01,2
Quetta,Pakistan,32,2,0.08,31.3,31.2,43.7,13.3,0.98,1.01,2
Quetta,Pakistan,32,2,0.15,31.8,31.7,40.6,13.3,0.98,1.13,2
Quetta,Pakistan,32,2,0.12,32.5,32.3,34.5,13.3,0.98,1.01,2
Quetta,Pakistan,32,2,0.15,32.7,32.4,37.3,13.3,0.96,0.89,2
Quetta,Pakistan,32,2,0.06,32.9,32.9,41.1,13.3,0.96,0.77,2
Quetta,Pakistan,32,2,0.28,32.4,33,52.8,13.3,0.96,0.77,2
Quetta,Pakistan,32,2,0.52,29.4,29.4,50.8,13.3,0.96,0.89,2
Quetta,Pakistan,32,2,0.81,28.2,28.1,48.8,13.3,0.96,0.89,1
Quetta,Pakistan,32,2,0.81,26.4,26.3,46.3,13.3,0.98,1.88,1
Quetta,Pakistan,32,2,0.11,25.1,25,38.4,13.3,0.98,1.01,1
Quetta,Pakistan,32,2,0.34,23.4,22.9,14.8,13.3,0.98,1.01,1
Quetta,Pakistan,32,2,0.22,21.4,20.9,26.5,13.3,0.96,1.13,1
Quetta,Pakistan,32,2,0.71,23.4,22,13.5,13.3,0.98,1.88,2
Quetta,Pakistan,32,2,0.06,28.3,28.4,14.1,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.07,29.1,29,30,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.04,30,30,30,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.11,31.5,31.2,38.9,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.14,32.4,32.1,45.8,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.52,30.9,30.9,46.3,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.2,30.8,31,48.3,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.08,31.6,31.8,46.8,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.45,32.2,32.1,51.8,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.07,32.1,32.2,52.9,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.06,31.6,31.6,53.4,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.02,30.2,30.7,53.2,13.3,0.96,0.77,2
Quetta,Pakistan,32,2,0.06,27.7,28,14.2,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.12,27.4,27.8,14.2,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.12,28.1,28.1,14.1,13.3,1,1.01,1
Quetta,Pakistan,32,2,0.15,28,28,14.1,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.14,28.7,28.8,17.3,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.2,27.9,27.8,17.9,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.02,25.5,26.2,14.1,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.03,24.8,25.6,14.1,13.3,1,1.01,0
Quetta,Pakistan,32,2,0.01,37.3,38.8,47.3,13.3,1,1.01,0
Quetta,Pakistan,32,2,0.06,33,33.2,49.2,13.3,1,0.89,2
Quetta,Pakistan,32,2,0.11,33,32.9,47.7,13.3,0.96,0.89,2
Quetta,Pakistan,32,2,0.38,32.7,32.4,47.8,13.3,0.98,1.88,2
Quetta,Pakistan,32,2,0.36,32.2,32,46.8,13.3,0.98,1.88,2
Quetta,Pakistan,32,2,0.1,30.2,30.8,14.8,13.3,0.96,0.89,2
Quetta,Pakistan,32,2,0.62,30.4,30.3,14.9,13.3,0.96,0.77,2
Quetta,Pakistan,32,2,0.01,26.1,26.8,43.2,13.3,0.96,0.77,2
Quetta,Pakistan,32,2,0.04,27.4,27.5,37.3,13.3,0.96,1.01,0
Quetta,Pakistan,32,2,0.04,27.4,27.5,37.8,13.3,0.98,1.88,1
Quetta,Pakistan,32,2,0.07,29.2,29,15.3,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.12,30.8,30.4,14.7,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.1,31.4,31.1,14.6,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.02,25.2,25.9,14.2,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.02,24.2,24.8,14.3,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.01,26.6,27.2,14.5,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.1,31.5,31.2,14.8,13.3,1,1.01,2
Quetta,Pakistan,32,2,0.15,33,32.2,20.5,13.3,1,1.01,2
Quetta,Pakistan,58,1,0.02,17.6,19,32.8,13.3,0.78,1.01,0
Quetta,Pakistan,58,1,0.01,17.2,17.1,29.4,13.3,1.04,0.89,0
Quetta,Pakistan,58,1,0.01,16.9,17.2,32.6,13.3,1.04,0.77,0
Quetta,Pakistan,58,1,0.01,16.1,16.3,19.8,13.3,1.04,1.01,0
Quetta,Pakistan,58,1,0.01,16.3,16.5,28.6,13.3,1.59,1.13,0
Quetta,Pakistan,58,1,0.01,16.6,16.7,33.5,13.3,1.59,1.13,0
Quetta,Pakistan,58,1,0.02,16.4,16.5,35.6,13.3,1.59,1.01,0
Quetta,Pakistan,58,1,0.02,16.7,16.6,35.1,13.3,1.59,1.01,0
Quetta,Pakistan,58,1,0.02,16.4,16.6,49.2,13.3,1.59,1.01,0
