,City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Clo,Met,Thermal sensation
50192,Lyon,France,31,1,0.1,26.3,26.7,49.6,13.3,0.59,1.1,2
50193,Lyon,France,31,2,0.1,24.2,27.1,55.5,13.3,0.77,1.4,1
50194,Lyon,France,31,2,0.1,26.1,26.9,50.2,13.3,0.61,1.1,-1
50195,Lyon,France,31,1,0.1,25.2,26.1,55.4,13.3,0.6,1.4,1
50198,Porto,Portugal,31,1,0.1,25.6,27.2,59.7,18.3,0.67,1.1,0
50200,Porto,Portugal,31,2,0.1,24.8,27,60.5,18.3,0.67,1.2,1
50201,Porto,Portugal,31,1,0.1,24.9,26.6,60.9,18.3,0.73,1.2,0
50202,Porto,Portugal,31,1,0.1,24.7,26.9,60.7,18.3,0.88,1.4,0
50203,Porto,Portugal,31,2,0.1,25.1,26.6,59.4,18.3,0.61,1.2,0
50204,Porto,Portugal,31,1,0.1,25,27,59.6,18.3,0.63,1.5,1
50205,Porto,Portugal,31,1,0.1,24.5,27.2,60.9,18.3,0.96,1.5,0
50206,Porto,Portugal,31,2,0.1,24.6,27.5,60.7,18.3,0.75,1.2,0
50207,Porto,Portugal,31,1,0.1,25.1,27.3,60.4,18.3,0.56,1.4,0
50209,Porto,Portugal,31,1,0.1,25.5,26.7,61.5,18.3,0.66,1.3,1
50239,Porto,Portugal,31,1,0.1,25.3,26.8,56.1,18.9,0.63,1.2,0
50240,Porto,Portugal,31,2,0.1,26,27,54.1,18.9,0.56,1.2,0
50241,Porto,Portugal,31,1,0.1,25.8,26.6,50.8,18.9,0.73,1.2,2
50242,Porto,Portugal,31,2,0.1,24.8,28.2,53.4,18.9,0.56,1.2,1
50258,London,UK,31,1,0.1,22.8,24.1,40.2,13.1,0.65,2,1
50260,London,UK,31,2,0.1,24.6,25.5,36.6,13.1,0.61,1.2,0
50262,London,UK,31,1,0.2,22,21.1,43.2,13.1,1.07,1.2,-1
50265,London,UK,31,2,0.1,25.3,25.6,36.5,13.1,0.45,1.4,0
50267,London,UK,31,1,0.1,24.5,24.8,39.2,13.1,0.66,1.3,0
50269,London,UK,31,2,0.1,25.1,25.2,36.3,13.1,0.53,1.2,2
50270,London,UK,31,1,0.1,22.4,22,41.6,13.1,0.86,1.3,-2
50276,London,UK,31,2,0.1,24.6,24.7,37.1,13.1,0.64,1.2,1
50279,London,UK,31,2,0.1,25.2,25.5,37.4,13.1,0.94,1.2,1
50281,London,UK,31,2,0.3,24.7,25.6,37.7,13.1,0.81,1.2,-2
50282,London,UK,31,2,0.1,25.4,26.5,41.3,13.1,0.77,1.3,1
50284,London,UK,31,2,0.1,24.7,26,38.7,13.1,0.64,2.5,1
50292,Gothenburg,Sweden,31,1,0.1,21,22.7,50,11.7,0.64,1.3,0
50294,Lyon,France,31,1,0.1,22.8,26.7,45.2,15.5,0.7,1.6,1
50295,London,UK,31,1,0.1,25.4,25.2,35.8,13.1,0.74,1,0
50296,London,UK,31,2,0.1,24.7,25,36.5,13.1,0.6,1.7,0
50299,London,UK,31,1,0.1,24.2,25.6,38.4,13.1,0.66,1.1,0
50301,London,UK,31,1,0.1,25.7,26,36,13.1,0.51,2,2
50302,Lyon,France,31,2,0.1,23.7,27.5,40.9,15.5,0.62,1.3,-1
50304,London,UK,31,2,0.1,25.1,26,39.9,13.1,0.55,2.2,0
50305,Lyon,France,31,1,0.1,25,27.1,39,15.5,0.61,1.2,-1
50307,London,UK,31,2,0.1,24.2,25.2,37.5,13.1,0.54,1.2,1
50308,London,UK,31,1,0.1,24.8,25.4,40.7,13.1,0.6,1.6,1
50310,London,UK,31,2,0.1,25.1,26.5,40.6,13.1,0.48,1.8,0
50311,Porto,Portugal,31,1,1.4,23.9,28.4,58.8,17.9,0.61,1.6,0
50312,Porto,Portugal,31,1,0.7,24.8,26.1,57.7,17.9,0.68,1.2,0
50313,Porto,Portugal,31,1,0.7,24.9,27.4,57.5,17.9,0.58,1.4,-1
50314,Porto,Portugal,31,1,1.5,25.1,28.7,57,17.9,0.59,1.2,0
50315,Porto,Portugal,31,1,1.4,25,28.5,56.9,17.9,0.63,1.2,-1
50316,Athens,Greece,31,1,0.2,26.3,26.8,42.7,25.9,0.6,1.2,0
50317,Porto,Portugal,31,1,1.4,25.4,28.6,55.1,17.9,0.58,1.2,0
50318,Athens,Greece,31,2,0.1,26.8,27.2,41.9,25.9,0.84,1.2,0
50319,Athens,Greece,31,1,0.4,25.9,28.6,42.3,25.9,0.6,1.1,-1
50320,Athens,Greece,31,2,0.2,26.4,27.5,41.2,25.9,0.57,1.3,0
50321,Porto,Portugal,31,2,1.3,25.8,30,53.8,17.9,0.58,1.2,2
50322,Athens,Greece,31,1,0.1,27,27.5,39.6,25.9,0.64,1.2,1
50323,Athens,Greece,31,1,0.1,26.6,26.3,39.3,25.9,0.61,1.2,-1
50324,Athens,Greece,31,2,0.2,25.7,26.7,40.7,25.9,0.61,1,0
50325,Athens,Greece,31,2,0.1,27.1,27.1,37.4,25.9,0.71,1.2,-1
50326,Athens,Greece,31,2,0.1,27.6,27.1,38.9,25.9,0.61,1.2,0
50327,Athens,Greece,31,1,0.1,27.7,27.6,35.9,25.9,0.63,1.2,1
50328,Athens,Greece,31,1,0.1,27.9,27.6,36.2,25.9,0.56,1,-1
50329,Athens,Greece,31,1,0.1,27.3,28.4,38,25.9,0.63,1.2,1
50330,Athens,Greece,31,1,0.1,27.7,28.8,37,25.9,0.62,1.2,1
50331,Athens,Greece,31,1,0.1,25.2,27.4,45.4,25.9,0.63,1.2,-1
50332,Athens,Greece,31,1,0.2,28.4,26.9,35.9,25.9,0.51,1.2,0
50333,Athens,Greece,31,1,0.1,28.5,27.2,37,25.9,0.61,1.2,1
50334,Athens,Greece,31,1,0.1,28.1,28.2,38.3,25.9,0.64,1.3,2
50335,Athens,Greece,31,1,0.1,28.4,28.7,36.6,25.9,0.54,1.6,1
50336,Athens,Greece,31,2,0.1,28.7,29,35.5,25.9,0.5,1.2,1
50337,Porto,Portugal,31,1,0.8,25.3,27.1,56.1,17.9,0.63,1.1,1
50338,Porto,Portugal,31,1,0.8,25.5,27.5,55.8,17.9,0.82,1.6,0
50339,Porto,Portugal,31,1,1.6,25.7,29.7,55.8,17.9,0.57,1.3,0
50340,Porto,Portugal,31,1,2.1,27,27.8,59.4,17.9,0.65,1.2,1
50341,London,UK,31,1,0.2,21,22.2,61.3,16.4,0.64,1.5,-1
50343,Athens,Greece,31,2,0.1,24.2,24.9,43.3,19.3,0.95,1.2,-1
50346,Athens,Greece,31,1,0.1,23.7,25.3,43.7,19.3,0.93,1.2,0
50347,Athens,Greece,31,2,0.1,23.8,25.7,44.1,19.3,0.57,1.2,0
50348,London,UK,31,2,0.1,22.7,23.3,55.9,16.4,0.6,1.3,2
50349,Athens,Greece,31,2,0.1,24.3,25.6,42.2,19.3,0.64,1.2,0
50350,Athens,Greece,31,2,0.2,24.6,26.1,45.3,19.3,0.77,1.2,0
50351,Athens,Greece,31,2,0.1,25.8,25.6,40.4,19.3,0.61,1.2,-1
50352,London,UK,31,1,0.1,23,23.5,55,16.4,0.69,1.2,0
50353,London,UK,31,1,0.1,19.8,21.2,66,16.4,0.59,1.4,0
50354,London,UK,31,2,0.1,23.1,23.2,55.5,16.4,0.54,1.2,-1
50355,London,UK,31,2,0.1,23.2,23.6,55.5,16.4,0.37,1.2,-1
50356,London,UK,31,2,0.1,24.5,24.3,51.2,16.4,0.69,1.2,0
50357,London,UK,31,2,0.1,24.5,24.9,52.8,16.4,0.56,1.2,0
50358,London,UK,31,2,0.1,24.3,24.5,52.5,16.4,0.42,1.5,-1
50359,Athens,Greece,31,2,0.1,24.7,25.7,45.5,19.3,0.54,1.2,-1
50360,Athens,Greece,31,1,0.1,24.9,25.8,45.2,19.3,0.73,1.2,0
50361,Athens,Greece,31,2,0.1,25.2,26.1,44.5,19.3,0.81,1.2,1
50362,Athens,Greece,31,2,0.1,25.2,26.2,44.1,19.3,0.66,1.2,-1
50363,Athens,Greece,31,1,0.1,25.7,26.6,44.1,19.3,0.58,1.2,0
50364,Athens,Greece,31,1,0.1,26,26.9,42.9,19.3,0.91,1.2,-1
50365,Athens,Greece,31,1,0.1,25.4,27,43.9,19.3,1.41,1.2,2
50366,Athens,Greece,31,1,0.1,26.1,26.6,41.9,19.3,0.82,2.5,0
50367,Athens,Greece,31,2,0.1,26,27.4,42.7,19.3,0.81,1,0
50368,Athens,Greece,31,1,0.1,26.6,27.1,41.2,19.3,0.65,1.2,0
50369,Athens,Greece,31,2,0.1,26,27.4,42.8,19.3,0.76,1.2,-1
50370,Athens,Greece,31,2,0.1,26.4,27.2,40.8,19.3,0.76,1,0
50371,London,UK,31,2,0.2,25.6,26.1,47.7,16.4,0.51,2,2
50372,London,UK,31,2,0.1,25.2,26,48.1,16.4,0.66,1.1,2
50373,London,UK,31,2,0.8,26.2,27.2,44.1,16.4,0.5,2,2
50374,London,UK,31,2,0.2,26.3,26.8,44.2,16.4,0.44,1.4,2
50375,Porto,Portugal,31,1,0.11,22.5,23.8,63.2,16.1,0.77,1.2,1
50376,Porto,Portugal,31,2,0.12,23.8,24.9,60,16.1,0.73,1.2,2
50377,Porto,Portugal,31,2,0.11,24,25.2,59.8,16.1,1.03,1.2,0
50378,Porto,Portugal,31,2,0.22,22.5,24.3,63.3,16.1,1.03,1.2,0
50379,Porto,Portugal,31,1,0.12,24.5,25.1,61.2,16.1,0.64,1.2,0
50380,Porto,Portugal,31,1,0.17,24.6,25.4,58.8,16.1,0.66,1.4,2
50381,Porto,Portugal,31,2,0.13,24.6,25.6,58.7,16.1,0.59,1.6,0
50382,Porto,Portugal,31,1,0.21,21.5,23.1,64.2,16.1,0.58,2,-1
50383,Porto,Portugal,31,1,0.24,24.6,25.3,59.2,16.1,0.63,1.7,0
50384,Porto,Portugal,31,1,0.07,25.9,26,58.7,16.1,0.59,1.9,2
50385,Porto,Portugal,31,1,0.16,24.4,24.9,58.9,16.1,0.58,2,0
50386,Porto,Portugal,31,2,0.12,24.7,25,58.2,16.1,0.61,1.2,2
50387,Porto,Portugal,31,1,0.08,26,26.4,55.8,16.1,0.63,1.2,2
50388,Porto,Portugal,31,1,0.1,24.7,25.8,58.4,16.1,0.73,1.2,0
50392,Porto,Portugal,31,1,0.09,24.5,25,58.2,16.1,0.71,1.4,2
50393,Porto,Portugal,31,2,0.1,23.9,24.4,54.3,16.1,0.72,1.2,-1
50394,Porto,Portugal,31,1,0.13,24.1,25.3,60.6,16.1,0.61,1.9,0
50395,Porto,Portugal,31,2,0.21,24.9,25.2,57,16.1,0.73,1.2,-1
50396,Porto,Portugal,31,2,0.07,24.7,25,56.4,16.1,0.58,1.6,0
50397,Porto,Portugal,31,1,0.1,24.2,24.5,57.6,16.1,0.63,1.2,0
50398,Porto,Portugal,31,2,0.11,23.6,24.7,60.3,16.1,0.73,1.2,0
50399,Porto,Portugal,31,2,0.07,24.2,24.5,59.3,16.1,0.55,1.2,1
50400,Porto,Portugal,31,1,0.14,25.2,25.4,56.3,16.1,0.69,1.5,0
50401,Porto,Portugal,31,1,0.12,25.5,26,57.6,16.1,0.66,1.6,0
50402,Porto,Portugal,31,1,0.21,24.4,25.4,56,16.1,0.73,1.2,0
50403,Porto,Portugal,31,2,0.11,24.5,25.2,57.6,16.1,0.62,1.2,0
50404,Porto,Portugal,31,2,0.11,23.4,24.7,59.3,18.1,0.61,1.9,0
50405,Porto,Portugal,31,2,0.06,23.8,24.5,58.5,18.1,0.54,1.5,0
50406,Porto,Portugal,31,1,0.07,24.3,25,57.5,18.1,0.73,1.2,0
50407,Porto,Portugal,31,1,0.22,25.1,26.1,53.4,18.1,0.63,1.2,1
50408,Porto,Portugal,31,1,0.08,25.2,26,58.5,18.1,0.72,1.3,0
50409,Porto,Portugal,31,1,0.09,25.3,26.3,43.7,18.1,0.68,1.2,0
50410,Porto,Portugal,31,2,0.12,25.1,26.3,44.3,18.1,0.73,1.2,2
50411,Porto,Portugal,31,1,0.13,25.9,26.6,47.1,18.1,0.73,1.2,0
50412,Porto,Portugal,31,2,0.11,25.6,27.5,44.7,18.1,0.68,1.2,0
50413,Lyon,France,31,1,0.1,23.2,24,59.4,14.9,0.51,1,0
50414,Lyon,France,31,1,0.1,23.2,24.3,59.2,14.9,0.43,1,-2
50415,Porto,Portugal,31,1,0.1,24.4,25.2,57.1,18.1,0.71,2,0
50416,Porto,Portugal,31,1,0.1,24.9,25.9,42.4,18.1,0.63,1.8,2
50417,Porto,Portugal,31,1,0.04,25.7,26.7,43.5,18.1,0.72,1.4,1
50418,Porto,Portugal,31,1,0.13,24.6,26,48.1,18.1,0.62,1.3,0
50419,Porto,Portugal,31,1,0.13,25.2,26.1,50.8,18.1,0.74,1.2,0
50420,Porto,Portugal,31,1,0.13,25.2,25.7,49.1,18.1,0.74,1.2,-1
50421,Porto,Portugal,31,1,0.07,25.5,26.1,52,18.1,0.69,1.4,0
50422,Porto,Portugal,31,2,0.1,25.4,26.4,53.3,18.1,0.75,1.2,1
50423,Porto,Portugal,31,2,0.1,23.2,24.5,52.8,18.1,0.93,1.2,0
50424,Porto,Portugal,31,2,0.09,23.7,24.8,56,18.1,0.98,1.2,0
50425,Porto,Portugal,31,1,0.09,23.4,24.4,49.4,18.1,0.68,1.2,-2
50426,Porto,Portugal,31,1,0.09,23.7,24.5,48,18.1,0.66,1.2,-2
50427,Porto,Portugal,31,2,0.07,25.6,26.2,47.5,18.1,0.6,1.2,1
50428,Porto,Portugal,31,2,0.04,25.7,26.8,48.3,18.1,0.73,1.2,1
50429,Porto,Portugal,31,1,0.09,25.9,26.9,46.4,18.1,0.68,1.2,1
50430,Porto,Portugal,31,2,0.08,25,26.3,46.8,18.1,0.69,1.4,0
50431,Porto,Portugal,31,1,0.14,25.6,26,44.4,18.1,0.63,1.7,0
50440,Gothenburg,Sweden,31,1,0.1,22.2,23.8,47.4,13.1,0.78,1.4,0
50445,Porto,Portugal,31,1,0.1,23,24,75.3,18,0.74,1.2,0
50446,Porto,Portugal,31,1,0.08,23.6,24.7,69.6,18,0.64,1.2,0
50449,Porto,Portugal,31,2,0.11,23.6,24.8,72.4,18,0.67,1.2,-1
50451,Porto,Portugal,31,2,0.1,24.4,25.3,70.7,18,0.4,1.6,0
50452,Porto,Portugal,31,1,0.12,24.5,25.5,70,18,0.57,2.2,2
50453,Athens,Greece,31,2,0.1,26.4,27.8,65.8,24.5,0.65,1,1
50454,Porto,Portugal,31,1,0.1,24.5,26.2,71.1,18,0.65,1.3,0
50455,Athens,Greece,31,2,0.1,26.6,28,64.9,24.5,0.61,1.2,1
50456,Athens,Greece,31,1,0.1,26.8,28.4,64.2,24.5,0.63,1.2,1
50457,Porto,Portugal,31,1,0.12,24.8,25.8,68.2,18,0.73,1.2,0
50458,Athens,Greece,31,2,0.1,26.8,28.4,62.4,24.5,0.7,1.2,1
50459,Porto,Portugal,31,1,0.09,25.4,26.8,65.7,18,0.68,1.2,0
50460,Athens,Greece,31,2,0.1,27,28,62.2,24.5,0.63,1.2,0
50461,Athens,Greece,31,2,0.1,25.9,28,63.4,24.5,0.61,1.2,-1
50462,Porto,Portugal,31,2,0.1,25.8,26.8,63.7,18,0.56,1.2,0
50463,Athens,Greece,31,2,0.1,26.1,27.9,65.3,24.5,0.61,1,2
50464,Athens,Greece,31,2,0.2,25.9,28.6,63.9,24.5,0.71,1.2,0
50465,Porto,Portugal,31,1,0.13,26.4,27.5,63.2,18,0.64,1.4,1
50466,Athens,Greece,31,1,0.1,27.9,27.5,66,24.5,0.66,1.2,1
50467,Porto,Portugal,31,2,0.12,26.2,27.6,62.9,18,0.68,1.2,0
50468,Porto,Portugal,31,2,0.05,26,26.9,61.5,18,0.63,1.2,0
50477,Porto,Portugal,31,1,0.13,23.7,24.4,64.9,18,0.63,1.7,0
50479,Porto,Portugal,31,1,0.1,24.3,24.8,66.7,18,0.58,1.2,0
50481,Porto,Portugal,31,2,0.11,25.1,25.7,62.2,18,0.43,1.4,0
50484,Porto,Portugal,31,2,0.13,24.7,25.6,63.1,18,0.89,1.2,0
50485,Porto,Portugal,31,1,0.08,26.1,26.8,58.8,18,0.73,1.2,0
50486,Porto,Portugal,31,2,0.11,27,27.6,55.8,18,0.62,1.6,0
50487,Porto,Portugal,31,1,0.12,23.9,26.2,50.6,18,0.73,1.2,0
50488,Porto,Portugal,31,2,0.18,23.9,25,50.6,18,0.68,1.2,0
50489,Porto,Portugal,31,2,0.15,23.8,25,54.8,18,1.01,1.3,-2
50490,Porto,Portugal,31,1,0.27,22.6,25,52.5,18,0.68,1.2,0
50491,Porto,Portugal,31,1,0.06,25.4,26.1,54.8,18,0.72,1.3,1
50500,Porto,Portugal,31,1,0.12,23.1,23.7,46.4,16.5,0.64,1.4,0
50503,Athens,Greece,31,2,0.1,27.1,28.8,38,23.9,0.61,1.2,1
50504,Athens,Greece,31,2,0.1,26.1,28.8,40,23.9,0.8,1.2,-2
50505,Athens,Greece,31,2,0.2,27,28.4,40.5,23.9,0.65,1,0
50506,Athens,Greece,31,2,0.1,26.6,27.9,40.8,23.9,0.56,1.2,1
50514,London,UK,31,1,0.1,24.6,25.3,44.7,10.5,0.99,1.2,0
50515,London,UK,31,2,0.1,23.4,23.8,40.8,10.5,0.6,1.3,1
50517,London,UK,31,1,0.1,25.4,25.4,42.2,10.5,0.67,1.6,0
50518,London,UK,31,1,0.1,23.9,24.4,48.5,10.5,0.78,1.2,0
50519,Porto,Portugal,31,1,0.06,23.2,24.5,43.7,13.3,0.73,1.2,0
50521,Porto,Portugal,31,1,0.23,20.4,23,52.3,13.3,0.53,1.7,0
50523,Porto,Portugal,31,1,0.09,23.1,23.9,44.4,13.3,0.7,1.4,0
50524,Porto,Portugal,31,1,0.08,24.2,24.6,43.3,13.3,0.96,1.6,0
50525,Porto,Portugal,31,1,0.07,23.8,24.8,44.2,13.3,0.66,1.6,0
50526,London,UK,31,2,0.1,23.2,23.2,46.7,10.7,0.95,1,0
50528,Porto,Portugal,31,1,0.07,22.7,24,45.3,13.3,0.64,1.7,0
50529,London,UK,31,1,0.1,24,23.4,44.8,10.7,0.74,1.2,0
50530,London,UK,31,2,0.1,23.9,23.6,45.4,10.7,0.82,1.8,0
50531,Porto,Portugal,31,1,0.18,21.6,22.3,50.9,13.3,0.88,2,0
50532,London,UK,31,1,0.1,23.6,24.1,45.1,10.7,0.49,1.8,0
50534,London,UK,31,1,0.1,21.4,22.2,51.7,10.7,1.18,1.2,0
50535,London,UK,31,2,0.1,22.5,22.7,49.3,10.7,0.99,1.1,-2
50536,London,UK,31,1,0.1,23.1,22.2,48,10.7,1.02,1.6,-2
50537,Porto,Portugal,31,1,0.05,24.2,25.1,45.9,13.3,0.74,1.2,0
50538,London,UK,31,2,0.1,23,23.3,45.6,10.7,0.83,1,0
50539,London,UK,31,1,0.1,22.5,23.1,47.6,10.7,0.74,1.1,2
50541,London,UK,31,1,0.1,23.8,24.4,45.8,10.7,0.44,1.2,1
50542,London,UK,31,2,0.1,23.5,23.6,45.7,10.7,0.71,1.9,1
50543,London,UK,31,1,0.1,23.2,23.7,46.4,10.7,1.07,1,1
50544,London,UK,31,2,0.1,24.2,24.1,44.5,10.7,0.73,1.2,1
50545,Porto,Portugal,31,1,0.2,24.7,26.7,38.6,13.3,0.68,1.2,0
50546,Porto,Portugal,31,1,0.09,26.2,26.5,38.2,13.3,0.64,1.2,0
50547,Porto,Portugal,31,1,0.09,26.1,26.9,39.1,13.3,0.67,1.3,2
50548,London,UK,31,1,0.1,22.7,22.8,47.5,10.7,0.61,1,0
50549,Porto,Portugal,31,1,0.1,26.2,27.4,36.4,13.3,0.72,1.3,1
50550,Porto,Portugal,31,1,0.02,24.5,26.1,43.2,13.3,0.59,2.7,0
50551,Porto,Portugal,31,1,0.01,24.5,26.1,44.3,13.3,0.71,1.3,0
50552,Porto,Portugal,31,1,0.17,24.6,25.9,41.9,13.3,0.74,1.2,0
50553,Porto,Portugal,31,2,0.1,21.6,23,45.2,13.3,0.71,1.2,0
50554,Porto,Portugal,31,1,0.12,25.3,25.4,40.3,13.3,0.7,1.6,1
50555,Porto,Portugal,31,1,0.08,23,24.2,46.7,13.3,0.73,1.2,0
50556,Porto,Portugal,31,1,0.23,20.1,22.3,54.4,13.3,0.69,1.2,-1
50557,London,UK,31,2,0.3,21.5,20.8,47.2,10.4,0.81,1.2,0
50558,London,UK,31,2,0.2,23.5,23.4,46.7,10.4,0.78,1.2,0
50559,London,UK,31,2,0.1,23.8,24.5,44.9,10.4,0.71,1.3,1
50561,London,UK,31,2,0.1,24.5,25.8,43.5,10.4,0.96,1.4,1
50563,London,UK,31,1,0.1,23.6,24.3,45.5,10.4,0.73,1.1,-1
50564,London,UK,31,2,0.1,23.3,24.3,46.5,10.4,0.98,1.2,-1
50565,London,UK,31,1,0.1,22.3,23.4,48.8,10.4,0.97,1.6,0
50566,London,UK,31,1,0.7,22.5,23.5,47.1,10.4,0.84,1.4,-2
50567,London,UK,31,1,0.1,23.1,23.7,45,10.4,0.93,1.5,1
50569,London,UK,31,1,0.1,22.5,23.1,44.8,10.4,0.68,1.5,0
50571,London,UK,31,1,0.1,23.7,24.5,41.7,10.4,0.61,2,0
50580,Lisbon,Portugal,31,2,0.13,22.4,23.1,51,16.2,0.86,1.3,-1
50581,Lisbon,Portugal,31,2,0.1,23.2,23.2,49.6,16.2,0.66,1.2,0
50582,Lisbon,Portugal,31,2,0.07,23,23.5,48.4,16.2,0.64,1.2,0
50583,Lisbon,Portugal,31,2,0.05,22.5,23.7,52.9,16.2,0.83,1.3,0
50584,Lisbon,Portugal,31,1,0.06,23.4,24,50.9,16.2,0.77,1.2,0
50585,Lisbon,Portugal,31,2,0.06,21.4,21.7,51.2,16.1,0.72,2.2,0
50586,Lisbon,Portugal,31,2,0.07,21.2,21.2,50.6,16.1,0.92,1.2,1
50587,Lisbon,Portugal,31,1,0.05,20.9,22,53.6,16.1,0.97,1.8,0
50588,Lisbon,Portugal,31,2,0.13,18.5,20.8,49.3,16.1,0.88,2.3,-2
50589,Lisbon,Portugal,31,2,0.04,21,22,54.3,16.1,1.01,1.6,0
50590,Lisbon,Portugal,31,1,0.06,22.6,23.2,49.6,16.1,0.91,1.9,0
50592,Lisbon,Portugal,31,2,0.1,20.9,22.1,55.5,16.1,0.74,1.3,0
50593,Lisbon,Portugal,31,1,0.11,21.8,22.3,52.6,16.1,0.58,1.4,0
50594,Lisbon,Portugal,31,1,0.06,22,23,41.8,16.1,0.96,2,0
50595,Lisbon,Portugal,31,1,0.06,23.4,23.7,39.5,16.1,0.69,1.3,-1
50596,Lisbon,Portugal,31,2,0.05,22.6,23.2,45.7,16.1,0.46,1.7,0
50597,Lisbon,Portugal,31,2,0.05,23.8,22.5,50.2,16.1,0.81,1.2,0
50598,Lisbon,Portugal,31,1,0.06,22.8,23.1,44,16.1,1.02,1.3,0
50599,Lisbon,Portugal,31,1,0.08,22.4,23.2,43.8,16.1,0.72,1.3,0
50600,Lisbon,Portugal,31,1,0.05,23.5,23.6,44.9,16.1,0.56,1.9,0
50601,Lisbon,Portugal,31,1,0.05,23.6,23.9,44.6,16.1,0.54,1.4,1
50602,Lisbon,Portugal,31,1,0.1,22.9,23.4,40,16.1,0.58,1.2,0
50603,Lisbon,Portugal,31,1,0.08,23,23.7,42.5,16.1,0.63,1.2,2
50608,Malmo,Sweden,31,1,0.1,23.5,24.5,34.7,9.8,0.68,1.2,0
50611,Malmo,Sweden,31,2,0.1,23,23.2,32.6,9.8,0.66,1.6,0
50618,Malmo,Sweden,31,1,0.1,22.5,25.3,34.1,9.8,0.82,1.2,0
50620,Malmo,Sweden,31,2,0.1,24.1,25,33.2,9.8,0.74,1.2,2
50622,Malmo,Sweden,31,2,0.1,22.9,24.3,33,9.8,0.65,1.2,0
50623,Malmo,Sweden,31,1,0.1,23.3,25.4,30.5,9.8,0.67,1.3,1
50625,London,UK,31,2,0.1,23.7,24.1,42.7,12.9,0.68,1,2
50627,London,UK,31,2,0.1,23.3,24.1,44.8,12.9,0.9,1.2,1
50631,Malmo,Sweden,31,1,0.1,21.8,23.3,42.2,9.2,0.66,1.3,0
50632,London,UK,31,1,0.2,19.5,24.3,59.7,12.9,0.69,1.5,0
50633,London,UK,31,1,0.1,22.4,22.9,49.2,12.9,0.94,1.2,1
50636,Malmo,Sweden,31,1,0.1,23.4,24.8,35.2,9.2,0.82,1.2,-1
50637,London,UK,31,2,0.1,22.1,22.9,51.7,12.9,0.96,2,0
50639,London,UK,31,1,0.1,22.1,22.5,48.1,12.9,1.06,1.3,1
50641,London,UK,31,2,0.1,23.4,24.2,45.3,12.9,0.96,1.3,1
50644,London,UK,31,2,0.1,25.3,25.3,42.4,12.9,0.5,1.2,2
50645,London,UK,31,1,0.1,26.1,26.1,40.3,12.9,0.86,1.2,-1
50647,London,UK,31,1,0.1,24.9,25.3,45.3,12.9,0.69,1.2,0
50651,Malmo,Sweden,31,1,0.1,22.7,22.9,35.1,9.2,0.78,1.4,-1
50655,London,UK,31,1,0.1,24.6,25.4,48.8,12.9,0.49,1.4,0
50658,London,UK,31,2,0.1,26,26.3,47.7,12.9,0.95,1.2,2
50660,London,UK,31,2,0.1,25.2,25.7,48.9,12.9,0.52,2.4,1
50661,London,UK,31,2,0.1,25.1,26.3,50,12.9,0.71,1.5,2
50662,London,UK,31,2,0.1,25.6,26.6,48.9,12.9,0.57,1.2,1
50668,Porto,Portugal,31,2,0.3,22.4,24.6,60.4,19.4,0.61,1.2,0
50669,Porto,Portugal,31,1,0.06,22.7,26,62.2,19.4,0.48,2.2,0
50670,Athens,Greece,31,1,0.1,23,23.5,52,18.8,0.73,1.2,0
50671,Porto,Portugal,31,1,0.09,22.8,26,61.2,19.4,0.85,1.2,0
50672,Porto,Portugal,31,1,0.06,23,25.7,61.6,19.4,0.53,2,0
50673,Athens,Greece,31,2,0.1,23.2,23.9,51.1,18.8,0.71,1.2,0
50675,Porto,Portugal,31,1,0.12,25.2,26,55.7,19.4,0.63,1.2,0
50678,Athens,Greece,31,2,0.1,23.3,24.7,51.1,18.8,0.77,1.2,-1
50679,Porto,Portugal,31,2,0.13,25.3,27.5,53.8,19.4,0.54,2,0
50680,Athens,Greece,31,1,0.1,23.4,24.5,51.6,18.8,0.73,1,-1
50683,Athens,Greece,31,2,0.1,23.5,24.8,51.5,18.8,0.96,1.2,-2
50685,Athens,Greece,31,2,0.2,23.5,25,51.3,18.8,0.82,1,0
50686,Athens,Greece,31,2,0.1,23.8,24.9,49.3,18.8,0.5,2,1
50688,Athens,Greece,31,1,0.1,23.9,24.9,48.2,18.8,0.73,1.2,1
50689,Porto,Portugal,31,2,0.11,25,25.8,57.3,19.4,0.61,1.2,0
50690,Athens,Greece,31,2,0.1,23.5,25.4,50,18.8,0.77,1.1,0
50691,Athens,Greece,31,2,0.1,23.9,25.4,49.2,18.8,0.67,1.6,1
50692,Porto,Portugal,31,1,0.1,25.5,27,54.1,19.4,0.63,1.2,0
50693,Athens,Greece,31,2,0.1,24.5,25.6,47.6,18.8,0.91,1,0
50694,Athens,Greece,31,1,0.1,24.2,25.7,48.7,18.8,0.78,1,1
50695,Porto,Portugal,31,2,0.07,26.3,27,51.5,19.4,0.73,1.2,1
50696,Athens,Greece,31,2,0.1,24.4,25.2,48.2,18.8,0.88,1.2,0
50697,Porto,Portugal,31,1,0.02,26.2,28.4,44.2,19.4,0.64,1.2,0
50699,Porto,Portugal,31,2,0.06,26.8,29.8,49.5,19.4,0.66,2,0
50700,Athens,Greece,31,2,0.1,24.5,26.1,48.2,18.8,0.73,1.2,0
